date,lga_name,average_historical_occupancy,average_daily_rate
2023-11-02,Noosa,0.496,379.6938
2023-11-02,Whitsunday,0.5582,418.6653
2023-11-02,Gold Coast,0.5164,293.2449
2023-11-03,Noosa,0.7143,400.33
2023-11-03,Whitsunday,0.6489,408.6332
2023-11-03,Cairns,0.5214,255.1429
2023-11-03,Gold Coast,0.6434,339.2839
2023-11-04,Gold Coast,0.7124,343.5502
2023-11-04,Cairns,0.5921,254.0399
2023-11-04,Whitsunday,0.6959,406.5238
2023-11-04,Noosa,0.8146,397.5677
2023-11-05,Noosa,0.7117,391.9998
2023-11-05,Cairns,0.594,246.016
2023-11-05,Whitsunday,0.6554,396.4487
2023-11-05,Gold Coast,0.6127,295.5752
2023-11-06,Noosa,0.5473,368.0343
2023-11-06,Whitsunday,0.6379,397.1166
2023-11-06,Cairns,0.5529,240.5748
2023-11-06,Gold Coast,0.5811,287.9292
2023-11-07,Gold Coast,0.5655,286.7559
2023-11-07,Cairns,0.5359,239.5873
2023-11-07,Whitsunday,0.6407,389.8825
2023-11-07,Noosa,0.5161,353.1603
2023-11-08,Gold Coast,0.5624,285.9685
2023-11-08,Noosa,0.5188,352.6337
2023-11-08,Cairns,0.5257,240.2786
2023-11-08,Whitsunday,0.6303,392.0365
2023-11-09,Cairns,0.5302,240.7414
2023-11-09,Whitsunday,0.6709,401.23
2023-11-09,Noosa,0.5639,357.4698
2023-11-09,Gold Coast,0.5916,295.6157
2023-11-10,Noosa,0.6533,373.386
2023-11-10,Gold Coast,0.6807,337.2234
2023-11-10,Cairns,0.5756,241.6651
2023-11-10,Whitsunday,0.7747,413.7682
2023-11-11,Cairns,0.5764,241.334
2023-11-11,Whitsunday,0.7869,410.4851
2023-11-11,Gold Coast,0.6986,336.7674
2023-11-11,Noosa,0.6817,367.9601
2023-11-12,Cairns,0.548,239.092
2023-11-12,Gold Coast,0.5923,294.1082
2023-11-12,Noosa,0.5888,354.9578
2023-11-12,Whitsunday,0.7281,411.8683
2023-11-13,Cairns,0.5187,237.8897
2023-11-13,Gold Coast,0.5617,285.7339
2023-11-13,Noosa,0.5468,351.1244
2023-11-13,Whitsunday,0.6678,404.5284
2023-11-14,Whitsunday,0.6075,392.9852
2023-11-14,Cairns,0.5572,241.4762
2023-11-14,Gold Coast,0.5625,279.6908
2023-11-14,Noosa,0.5417,341.067
2023-11-15,Cairns,0.5636,244.7243
2023-11-15,Whitsunday,0.6047,392.7691
2023-11-15,Noosa,0.5511,344.0365
2023-11-15,Gold Coast,0.5637,278.7929
2023-11-16,Whitsunday,0.6186,393.5762
2023-11-16,Noosa,0.5831,348.3862
2023-11-16,Gold Coast,0.581,281.9376
2023-11-16,Cairns,0.5397,237.4973
2023-11-17,Noosa,0.6495,367.0065
2023-11-17,Whitsunday,0.7092,382.7446
2023-11-17,Gold Coast,0.6518,317.829
2023-11-17,Cairns,0.5545,239.5266
2023-11-18,Cairns,0.5479,239.8957
2023-11-18,Whitsunday,0.753,379.0792
2023-11-18,Gold Coast,0.7025,313.926
2023-11-18,Noosa,0.6662,363.1982
2023-11-19,Gold Coast,0.598,294.1991
2023-11-19,Cairns,0.5396,238.3017
2023-11-19,Whitsunday,0.6903,379.5567
2023-11-19,Noosa,0.5732,350.6548
2023-11-20,Cairns,0.5246,236.1248
2023-11-20,Noosa,0.5256,344.0561
2023-11-20,Gold Coast,0.565,288.3582
2023-11-20,Whitsunday,0.6483,369.4646
2023-11-21,Cairns,0.5208,236.9134
2023-11-21,Noosa,0.5214,340.7231
2023-11-21,Whitsunday,0.6554,374.6634
2023-11-21,Gold Coast,0.5623,288.5296
2023-11-22,Cairns,0.535,238.9211
2023-11-22,Noosa,0.5351,342.1815
2023-11-22,Gold Coast,0.5711,287.2402
2023-11-22,Whitsunday,0.6516,370.8601
2023-11-23,Noosa,0.5683,341.84
2023-11-23,Gold Coast,0.6085,291.5836
2023-11-23,Cairns,0.5566,237.9185
2023-11-23,Whitsunday,0.7174,372.3192
2023-11-24,Gold Coast,0.6878,319.2067
2023-11-24,Noosa,0.6389,356.9642
2023-11-24,Whitsunday,0.7811,376.2007
2023-11-24,Cairns,0.5803,242.2847
2023-11-25,Whitsunday,0.7605,370.865
2023-11-25,Noosa,0.6692,352.5586
2023-11-25,Gold Coast,0.8019,337.8609
2023-11-25,Cairns,0.5988,243.2887
2023-11-26,Gold Coast,0.7612,310.1043
2023-11-26,Whitsunday,0.6463,374.5721
2023-11-26,Cairns,0.5783,245.4316
2023-11-26,Noosa,0.5796,345.6644
2023-11-27,Noosa,0.548,344.4732
2023-11-27,Whitsunday,0.5845,368.4732
2023-11-27,Gold Coast,0.5609,291.7178
2023-11-27,Cairns,0.5043,236.3756
2023-11-28,Gold Coast,0.5071,282.3771
2023-11-28,Noosa,0.5289,344.3887
2023-11-28,Whitsunday,0.5582,356.4691
2023-11-28,Cairns,0.5013,235.3033
2023-11-29,Noosa,0.5096,340.3299
2023-11-29,Whitsunday,0.5773,367.755
2023-11-29,Cairns,0.5125,236.0759
2023-11-29,Gold Coast,0.5156,284.36
2023-11-30,Gold Coast,0.5435,288.3987
2023-11-30,Cairns,0.4905,240.0047
2023-11-30,Whitsunday,0.6046,379.6868
2023-11-30,Noosa,0.5221,348.0296
2023-12-01,Gold Coast,0.6056,310.884
2023-12-01,Cairns,0.5185,238.5694
2023-12-01,Whitsunday,0.6941,375.1421
2023-12-01,Noosa,0.6165,352.4245
2023-12-02,Noosa,0.6608,348.5555
2023-12-02,Cairns,0.5387,242.5476
2023-12-02,Whitsunday,0.6751,367.3002
2023-12-02,Gold Coast,0.6523,308.1113
2023-12-03,Whitsunday,0.5901,370.9059
2023-12-03,Noosa,0.5958,349.1991
2023-12-03,Cairns,0.5214,240.5322
2023-12-03,Gold Coast,0.5751,299.6806
2023-12-04,Cairns,0.4848,235.4089
2023-12-04,Gold Coast,0.5527,299.2597
2023-12-04,Noosa,0.5562,357.0262
2023-12-04,Whitsunday,0.5668,377.5413
2023-12-05,Whitsunday,0.5504,388.7005
2023-12-05,Gold Coast,0.5544,302.5059
2023-12-05,Cairns,0.476,239.1386
2023-12-05,Noosa,0.534,362.8965
2023-12-06,Cairns,0.4757,234.9263
2023-12-06,Noosa,0.538,363.4298
2023-12-06,Whitsunday,0.5521,385.1585
2023-12-06,Gold Coast,0.5528,303.7384
2023-12-07,Whitsunday,0.5513,379.4343
2023-12-07,Noosa,0.5406,357.9683
2023-12-07,Gold Coast,0.582,302.6916
2023-12-07,Cairns,0.4666,234.5416
2023-12-08,Gold Coast,0.6249,325.4586
2023-12-08,Cairns,0.5117,244.3443
2023-12-08,Noosa,0.5767,365.5337
2023-12-08,Whitsunday,0.6,376.6478
2023-12-09,Whitsunday,0.6015,363.9886
2023-12-09,Cairns,0.4945,245.3091
2023-12-09,Noosa,0.6144,371.7958
2023-12-09,Gold Coast,0.6411,332.2408
2023-12-10,Whitsunday,0.5333,374.2636
2023-12-10,Gold Coast,0.5645,313.1346
2023-12-10,Noosa,0.558,371.311
2023-12-10,Cairns,0.4965,246.9125
2023-12-11,Cairns,0.4691,244.8982
2023-12-11,Gold Coast,0.5407,309.3029
2023-12-11,Whitsunday,0.4977,386.9372
2023-12-11,Noosa,0.5182,376.4681
2023-12-12,Gold Coast,0.5424,307.3476
2023-12-12,Whitsunday,0.4727,374.9441
2023-12-12,Noosa,0.5307,374.6794
2023-12-12,Cairns,0.4421,242.4579
2023-12-13,Cairns,0.4857,239.3054
2023-12-13,Noosa,0.5364,368.2269
2023-12-13,Whitsunday,0.4983,377.2784
2023-12-13,Gold Coast,0.5398,305.5586
2023-12-14,Whitsunday,0.5099,373.893
2023-12-14,Noosa,0.5316,366.411
2023-12-14,Gold Coast,0.5468,307.3405
2023-12-14,Cairns,0.449,241.9387
2023-12-15,Whitsunday,0.5873,378.7332
2023-12-15,Gold Coast,0.5744,330.9931
2023-12-15,Noosa,0.5392,368.2269
2023-12-15,Cairns,0.4261,241.5391
2023-12-16,Cairns,0.4686,244.6511
2023-12-16,Noosa,0.5535,364.5409
2023-12-16,Gold Coast,0.5937,335.0948
2023-12-16,Whitsunday,0.6146,380.0663
2023-12-17,Cairns,0.4835,246.2111
2023-12-17,Noosa,0.4995,374.1358
2023-12-17,Gold Coast,0.5403,327.3297
2023-12-17,Whitsunday,0.5498,379.9005
2023-12-18,Cairns,0.4728,244.9606
2023-12-18,Noosa,0.4814,370.258
2023-12-18,Whitsunday,0.5473,380.9157
2023-12-18,Gold Coast,0.5217,329.4204
2023-12-19,Cairns,0.4539,246.5345
2023-12-19,Whitsunday,0.5369,384.4976
2023-12-19,Noosa,0.4986,371.6161
2023-12-19,Gold Coast,0.5277,325.423
2023-12-20,Gold Coast,0.5402,326.9816
2023-12-20,Whitsunday,0.5615,381.74
2023-12-20,Noosa,0.4986,371.3951
2023-12-20,Cairns,0.488,246.2484
2023-12-21,Noosa,0.497,374.314
2023-12-21,Whitsunday,0.5845,383.3925
2023-12-21,Cairns,0.4655,250.0229
2023-12-21,Gold Coast,0.541,337.3612
2023-12-22,Gold Coast,0.562,352.6678
2023-12-22,Whitsunday,0.6569,403.0729
2023-12-22,Noosa,0.5333,381.3492
2023-12-22,Cairns,0.5373,269.4937
2023-12-23,Gold Coast,0.6367,364.5421
2023-12-23,Noosa,0.6375,393.3374
2023-12-23,Whitsunday,0.7339,402.1991
2023-12-23,Cairns,0.6003,281.3579
2023-12-24,Whitsunday,0.7801,400.9785
2023-12-24,Cairns,0.671,287.5598
2023-12-24,Noosa,0.6853,393.0341
2023-12-24,Gold Coast,0.6933,362.5465
2023-12-25,Cairns,0.7091,285.6177
2023-12-25,Gold Coast,0.7368,363.7673
2023-12-25,Noosa,0.7202,394.8304
2023-12-25,Whitsunday,0.7919,400.0963
2023-12-26,Whitsunday,0.7895,398.1941
2023-12-26,Cairns,0.7085,285.6195
2023-12-26,Noosa,0.7294,395.2083
2023-12-26,Gold Coast,0.7401,362.4985
2023-12-27,Gold Coast,0.768,361.5214
2023-12-27,Cairns,0.6781,276.6963
2023-12-27,Whitsunday,0.7705,404.2922
2023-12-27,Noosa,0.7979,393.7347
2023-12-28,Cairns,0.6997,278.9088
2023-12-28,Noosa,0.8354,396.2658
2023-12-28,Whitsunday,0.809,395.6298
2023-12-28,Gold Coast,0.7862,365.3566
2023-12-29,Gold Coast,0.7801,373.0303
2023-12-29,Cairns,0.7119,281.463
2023-12-29,Noosa,0.8432,399.7374
2023-12-29,Whitsunday,0.8122,392.8659
2023-12-30,Whitsunday,0.8659,398.1117
2023-12-30,Cairns,0.734,286.7991
2023-12-30,Noosa,0.8587,403.6647
2023-12-30,Gold Coast,0.7778,370.2306
2023-12-31,Noosa,0.8494,404.8254
2023-12-31,Gold Coast,0.7931,368.083
2023-12-31,Whitsunday,0.8601,400.199
2023-12-31,Cairns,0.7638,294.9542
2024-01-01,Noosa,0.8168,404.6896
2024-01-01,Gold Coast,0.7529,365.8737
2024-01-01,Whitsunday,0.8521,403.6984
2024-01-01,Cairns,0.7554,293.6736
2024-01-02,Cairns,0.7098,288.3443
2024-01-02,Gold Coast,0.7298,369.9016
2024-01-02,Whitsunday,0.7959,398.8241
2024-01-02,Noosa,0.7986,399.8806
2024-01-03,Whitsunday,0.765,388.0634
2024-01-03,Cairns,0.6665,285.0074
2024-01-03,Gold Coast,0.7428,373.77
2024-01-03,Noosa,0.7833,401.5698
2024-01-04,Gold Coast,0.7548,372.346
2024-01-04,Noosa,0.7838,398.836
2024-01-04,Cairns,0.665,280.6221
2024-01-04,Whitsunday,0.7428,394.9973
2024-01-05,Whitsunday,0.778,397.3597
2024-01-05,Cairns,0.6346,277.7167
2024-01-05,Gold Coast,0.7475,372.9118
2024-01-05,Noosa,0.7795,396.699
2024-01-06,Noosa,0.7357,394.1097
2024-01-06,Whitsunday,0.7702,397.5709
2024-01-06,Gold Coast,0.7324,369.335
2024-01-06,Cairns,0.6145,274.3531
2024-01-07,Cairns,0.584,272.5735
2024-01-07,Whitsunday,0.707,390.7589
2024-01-07,Gold Coast,0.6915,361.8117
2024-01-07,Noosa,0.6927,394.9187
2024-01-08,Whitsunday,0.6818,398.3304
2024-01-08,Noosa,0.6924,392.3934
2024-01-08,Gold Coast,0.7025,357.5355
2024-01-08,Cairns,0.5777,270.0079
2024-01-09,Noosa,0.6925,396.1509
2024-01-09,Gold Coast,0.7146,356.9069
2024-01-09,Whitsunday,0.6881,401.1265
2024-01-09,Cairns,0.5712,269.4564
2024-01-10,Noosa,0.6821,399.363
2024-01-10,Cairns,0.5935,273.159
2024-01-10,Gold Coast,0.7139,358.3701
2024-01-10,Whitsunday,0.687,400.5325
2024-01-11,Cairns,0.597,271.2561
2024-01-11,Gold Coast,0.7198,359.6934
2024-01-11,Noosa,0.6731,399.6929
2024-01-11,Whitsunday,0.687,396.6182
2024-01-12,Whitsunday,0.6882,393.4231
2024-01-12,Noosa,0.66,399.064
2024-01-12,Cairns,0.548,270.446
2024-01-12,Gold Coast,0.7359,368.3084
2024-01-13,Cairns,0.5727,263.7936
2024-01-13,Whitsunday,0.6723,391.4013
2024-01-13,Gold Coast,0.735,369.0378
2024-01-13,Noosa,0.6526,399.6421
2024-01-14,Whitsunday,0.6086,386.9996
2024-01-14,Cairns,0.535,264.0701
2024-01-14,Noosa,0.5808,398.8625
2024-01-14,Gold Coast,0.6538,361.0253
2024-01-15,Noosa,0.5626,403.5377
2024-01-15,Gold Coast,0.6385,356.9949
2024-01-15,Whitsunday,0.5961,388.4309
2024-01-15,Cairns,0.5211,264.7804
2024-01-16,Noosa,0.5544,410.0486
2024-01-16,Cairns,0.5293,267.5715
2024-01-16,Gold Coast,0.6406,360.482
2024-01-16,Whitsunday,0.6044,393.968
2024-01-17,Whitsunday,0.6309,400.8828
2024-01-17,Gold Coast,0.6486,363.56
2024-01-17,Noosa,0.5564,410.3667
2024-01-17,Cairns,0.5529,266.5494
2024-01-18,Whitsunday,0.617,399.5792
2024-01-18,Gold Coast,0.6586,364.5294
2024-01-18,Cairns,0.538,265.6459
2024-01-18,Noosa,0.5623,409.1561
2024-01-19,Cairns,0.5601,266.9653
2024-01-19,Whitsunday,0.638,401.4165
2024-01-19,Noosa,0.5929,409.0023
2024-01-19,Gold Coast,0.7112,374.7255
2024-01-20,Gold Coast,0.7109,374.1338
2024-01-20,Noosa,0.5781,406.1398
2024-01-20,Cairns,0.5464,263.7435
2024-01-20,Whitsunday,0.6353,403.62
2024-01-21,Noosa,0.5006,401.9115
2024-01-21,Whitsunday,0.555,400.951
2024-01-21,Gold Coast,0.6189,352.5319
2024-01-21,Cairns,0.5271,259.7933
2024-01-22,Whitsunday,0.547,400.1939
2024-01-22,Noosa,0.4935,396.2558
2024-01-22,Gold Coast,0.5899,347.3045
2024-01-22,Cairns,0.509,254.8711
2024-01-23,Cairns,0.5141,254.443
2024-01-23,Noosa,0.4866,390.5842
2024-01-23,Gold Coast,0.5797,346.3704
2024-01-23,Whitsunday,0.5629,403.7989
2024-01-24,Gold Coast,0.589,347.8374
2024-01-24,Cairns,0.5142,260.2662
2024-01-24,Noosa,0.5052,393.2859
2024-01-24,Whitsunday,0.5113,396.862
2024-01-25,Gold Coast,0.6429,352.9927
2024-01-25,Whitsunday,0.5407,394.44
2024-01-25,Noosa,0.611,392.7017
2024-01-25,Cairns,0.5269,264.068
2024-01-26,Gold Coast,0.6951,370.9917
2024-01-26,Cairns,0.5366,263.5363
2024-01-26,Whitsunday,0.4866,388.5446
2024-01-26,Noosa,0.6781,390.0993
2024-01-27,Noosa,0.6565,386.6564
2024-01-27,Whitsunday,0.4771,381.809
2024-01-27,Cairns,0.5322,259.6013
2024-01-27,Gold Coast,0.6658,368.0605
2024-01-28,Noosa,0.4903,377.9417
2024-01-28,Gold Coast,0.5498,328.0022
2024-01-28,Whitsunday,0.4148,375.3566
2024-01-28,Cairns,0.4876,255.3648
2024-01-29,Gold Coast,0.5037,314.0731
2024-01-29,Cairns,0.4546,244.0335
2024-01-29,Whitsunday,0.4104,378.0862
2024-01-29,Noosa,0.4106,367.662
2024-01-30,Noosa,0.4025,360.5703
2024-01-30,Cairns,0.4532,244.7338
2024-01-30,Whitsunday,0.4172,368.7896
2024-01-30,Gold Coast,0.4912,306.8083
2024-01-31,Whitsunday,0.4158,381.8642
2024-01-31,Cairns,0.4484,240.1909
2024-01-31,Noosa,0.4135,361.7703
2024-01-31,Gold Coast,0.4844,308.0142
2024-02-01,Gold Coast,0.523,301.3572
2024-02-01,Noosa,0.4728,355.4357
2024-02-01,Whitsunday,0.5082,392.5449
2024-02-01,Cairns,0.4543,235.362
2024-02-02,Gold Coast,0.581,333.334
2024-02-02,Noosa,0.5285,366.0304
2024-02-02,Whitsunday,0.5635,381.7266
2024-02-02,Cairns,0.4682,240.1828
2024-02-03,Noosa,0.5851,367.0614
2024-02-03,Whitsunday,0.6142,387.9045
2024-02-03,Gold Coast,0.6098,334.7586
2024-02-03,Cairns,0.534,244.9224
2024-02-04,Cairns,0.4846,237.4149
2024-02-04,Whitsunday,0.5188,378.3772
2024-02-04,Gold Coast,0.5522,302.8836
2024-02-04,Noosa,0.4892,362.9879
2024-02-05,Cairns,0.478,234.6742
2024-02-05,Noosa,0.4727,366.4514
2024-02-05,Gold Coast,0.5273,294.9552
2024-02-05,Whitsunday,0.4931,389.592
2024-02-06,Noosa,0.4513,361.2781
2024-02-06,Whitsunday,0.4767,388.5334
2024-02-06,Cairns,0.4698,234.1886
2024-02-06,Gold Coast,0.5211,291.9295
2024-02-07,Noosa,0.4509,361.6035
2024-02-07,Whitsunday,0.4973,388.7042
2024-02-07,Cairns,0.4585,237.2268
2024-02-07,Gold Coast,0.515,292.8654
2024-02-08,Gold Coast,0.5265,297.3926
2024-02-08,Cairns,0.4662,241.9584
2024-02-08,Noosa,0.4668,366.9788
2024-02-08,Whitsunday,0.4978,392.1986
2024-02-09,Cairns,0.4754,244.2775
2024-02-09,Noosa,0.5305,369.0682
2024-02-09,Whitsunday,0.5074,391.5091
2024-02-09,Gold Coast,0.5693,329.9838
2024-02-10,Gold Coast,0.5903,332.8316
2024-02-10,Noosa,0.5413,366.7134
2024-02-10,Whitsunday,0.5343,392.2431
2024-02-10,Cairns,0.4774,245.3406
2024-02-11,Noosa,0.468,360.1592
2024-02-11,Cairns,0.4564,244.4809
2024-02-11,Gold Coast,0.5225,301.2856
2024-02-11,Whitsunday,0.469,395.3188
2024-02-12,Noosa,0.4329,361.3622
2024-02-12,Cairns,0.4408,239.3538
2024-02-12,Gold Coast,0.5011,297.6054
2024-02-12,Whitsunday,0.4467,405.5946
2024-02-13,Cairns,0.4448,243.8074
2024-02-13,Gold Coast,0.4976,297.1561
2024-02-13,Noosa,0.4121,366.3006
2024-02-13,Whitsunday,0.4401,399.4255
2024-02-14,Cairns,0.4377,238.9096
2024-02-14,Whitsunday,0.4786,398.028
2024-02-14,Gold Coast,0.4957,294.3731
2024-02-14,Noosa,0.4251,357.2806
2024-02-15,Gold Coast,0.5038,299.0362
2024-02-15,Noosa,0.4407,360.0451
2024-02-15,Whitsunday,0.5109,402.6292
2024-02-15,Cairns,0.4462,239.9963
2024-02-16,Whitsunday,0.5141,384.6988
2024-02-16,Noosa,0.5039,370.1702
2024-02-16,Cairns,0.454,249.5034
2024-02-16,Gold Coast,0.547,332.9168
2024-02-17,Cairns,0.455,250.2205
2024-02-17,Gold Coast,0.5743,336.2907
2024-02-17,Whitsunday,0.5331,390.1352
2024-02-17,Noosa,0.5319,366.754
2024-02-18,Noosa,0.4502,355.6783
2024-02-18,Whitsunday,0.4634,382.3539
2024-02-18,Cairns,0.422,245.6857
2024-02-18,Gold Coast,0.5179,305.1009
2024-02-19,Whitsunday,0.4349,382.1949
2024-02-19,Gold Coast,0.5054,310.3155
2024-02-19,Cairns,0.4017,240.5332
2024-02-19,Noosa,0.4009,355.4167
2024-02-20,Whitsunday,0.3896,387.1082
2024-02-20,Gold Coast,0.5132,309.468
2024-02-20,Noosa,0.3804,353.849
2024-02-20,Cairns,0.4012,237.7971
2024-02-21,Noosa,0.3946,352.3238
2024-02-21,Whitsunday,0.4144,390.0871
2024-02-21,Cairns,0.3924,242.0554
2024-02-21,Gold Coast,0.4811,297.2471
2024-02-22,Whitsunday,0.4341,400.0394
2024-02-22,Noosa,0.4264,351.308
2024-02-22,Gold Coast,0.4839,296.0539
2024-02-22,Cairns,0.3951,240.1538
2024-02-23,Whitsunday,0.5169,401.7088
2024-02-23,Noosa,0.4991,363.9215
2024-02-23,Cairns,0.4378,244.6176
2024-02-23,Gold Coast,0.5444,326.6279
2024-02-24,Gold Coast,0.631,330.2265
2024-02-24,Noosa,0.5756,365.1873
2024-02-24,Cairns,0.4907,244.2721
2024-02-24,Whitsunday,0.5575,392.47
2024-02-25,Gold Coast,0.5668,299.7282
2024-02-25,Noosa,0.5058,355.7771
2024-02-25,Whitsunday,0.5106,392.5437
2024-02-25,Cairns,0.501,238.1731
2024-02-26,Noosa,0.4611,352.6873
2024-02-26,Cairns,0.4828,239.7328
2024-02-26,Whitsunday,0.4692,386.2195
2024-02-26,Gold Coast,0.5298,289.1731
2024-02-27,Noosa,0.4454,359.151
2024-02-27,Whitsunday,0.4511,379.4278
2024-02-27,Gold Coast,0.5163,286.1008
2024-02-27,Cairns,0.4702,238.9478
2024-02-28,Whitsunday,0.4356,378.0957
2024-02-28,Gold Coast,0.5148,292.497
2024-02-28,Cairns,0.5012,246.2345
2024-02-28,Noosa,0.4444,359.2037
2024-02-29,Noosa,0.4773,364.0673
2024-02-29,Gold Coast,0.5327,297.9662
2024-02-29,Cairns,0.5093,246.0042
2024-02-29,Whitsunday,0.4683,383.5144
2024-03-01,Noosa,0.556,374.2208
2024-03-01,Cairns,0.5025,244.1472
2024-03-01,Whitsunday,0.5334,383.7856
2024-03-01,Gold Coast,0.5958,329.0173
2024-03-02,Cairns,0.5081,243.1255
2024-03-02,Noosa,0.6009,371.5645
2024-03-02,Gold Coast,0.6351,331.5735
2024-03-02,Whitsunday,0.565,389.1828
2024-03-03,Cairns,0.4925,247.2315
2024-03-03,Whitsunday,0.5062,386.9505
2024-03-03,Gold Coast,0.5478,298.794
2024-03-03,Noosa,0.5148,357.8992
2024-03-04,Noosa,0.474,364.1011
2024-03-04,Gold Coast,0.5263,289.8525
2024-03-04,Whitsunday,0.5109,392.1658
2024-03-04,Cairns,0.4916,247.1271
2024-03-05,Whitsunday,0.4751,384.8516
2024-03-05,Gold Coast,0.5235,291.1203
2024-03-05,Noosa,0.4699,356.4839
2024-03-05,Cairns,0.4841,243.7135
2024-03-06,Noosa,0.4832,349.1324
2024-03-06,Gold Coast,0.5328,287.2844
2024-03-06,Whitsunday,0.4614,388.6985
2024-03-06,Cairns,0.5042,241.1815
2024-03-07,Gold Coast,0.5604,291.298
2024-03-07,Cairns,0.5262,243.3492
2024-03-07,Noosa,0.5275,354.0571
2024-03-07,Whitsunday,0.477,397.787
2024-03-08,Cairns,0.5236,247.9407
2024-03-08,Gold Coast,0.6587,331.0792
2024-03-08,Noosa,0.6119,367.8978
2024-03-08,Whitsunday,0.5508,393.3899
2024-03-09,Gold Coast,0.7228,335.8879
2024-03-09,Whitsunday,0.5613,395.8228
2024-03-09,Cairns,0.5476,246.8085
2024-03-09,Noosa,0.6479,366.6835
2024-03-10,Cairns,0.5533,251.6596
2024-03-10,Whitsunday,0.5062,391.7255
2024-03-10,Noosa,0.5654,352.8077
2024-03-10,Gold Coast,0.5935,299.3688
2024-03-11,Whitsunday,0.47,387.6347
2024-03-11,Cairns,0.5046,247.0178
2024-03-11,Noosa,0.5163,351.9412
2024-03-11,Gold Coast,0.5393,290.2945
2024-03-12,Gold Coast,0.5328,290.6938
2024-03-12,Whitsunday,0.4912,381.0454
2024-03-12,Noosa,0.4942,347.1905
2024-03-12,Cairns,0.4963,243.5549
2024-03-13,Cairns,0.5068,243.6336
2024-03-13,Noosa,0.5006,341.9072
2024-03-13,Gold Coast,0.5419,290.1125
2024-03-13,Whitsunday,0.4794,364.5688
2024-03-14,Whitsunday,0.5375,385.0792
2024-03-14,Cairns,0.5287,247.8669
2024-03-14,Gold Coast,0.5839,296.0548
2024-03-14,Noosa,0.5476,353.5047
2024-03-15,Whitsunday,0.5935,382.9691
2024-03-15,Gold Coast,0.6586,333.6773
2024-03-15,Cairns,0.5306,250.808
2024-03-15,Noosa,0.6054,366.4821
2024-03-16,Whitsunday,0.612,387.6173
2024-03-16,Gold Coast,0.6777,335.2968
2024-03-16,Noosa,0.6469,371.9263
2024-03-16,Cairns,0.5429,254.1284
2024-03-17,Gold Coast,0.5609,299.878
2024-03-17,Cairns,0.5243,253.6041
2024-03-17,Whitsunday,0.5221,381.633
2024-03-17,Noosa,0.5389,357.0984
2024-03-18,Cairns,0.511,246.7387
2024-03-18,Gold Coast,0.5307,289.8554
2024-03-18,Whitsunday,0.4799,377.4799
2024-03-18,Noosa,0.4881,353.6615
2024-03-19,Noosa,0.472,350.0988
2024-03-19,Cairns,0.5172,247.2976
2024-03-19,Gold Coast,0.5238,286.1658
2024-03-19,Whitsunday,0.4668,379.6548
2024-03-20,Gold Coast,0.5155,305.5179
2024-03-20,Cairns,0.5059,246.9271
2024-03-20,Noosa,0.4737,348.4406
2024-03-20,Whitsunday,0.4811,365.6109
2024-03-21,Noosa,0.5204,351.5491
2024-03-21,Cairns,0.5055,244.8732
2024-03-21,Gold Coast,0.5634,311.5449
2024-03-21,Whitsunday,0.5192,383.0586
2024-03-22,Whitsunday,0.5818,388.6138
2024-03-22,Cairns,0.5537,251.7843
2024-03-22,Gold Coast,0.7009,347.5813
2024-03-22,Noosa,0.6298,372.2768
2024-03-23,Gold Coast,0.732,349.9914
2024-03-23,Cairns,0.5481,255.1079
2024-03-23,Noosa,0.6285,370.6256
2024-03-23,Whitsunday,0.5925,382.9518
2024-03-24,Cairns,0.5282,255.6982
2024-03-24,Gold Coast,0.5795,308.7597
2024-03-24,Noosa,0.5258,361.3029
2024-03-24,Whitsunday,0.5246,378.0492
2024-03-25,Whitsunday,0.515,370.6299
2024-03-25,Gold Coast,0.5122,294.9709
2024-03-25,Cairns,0.5116,252.5005
2024-03-25,Noosa,0.4834,361.314
2024-03-26,Noosa,0.4493,361.7413
2024-03-26,Whitsunday,0.4931,372.795
2024-03-26,Cairns,0.4976,256.039
2024-03-26,Gold Coast,0.5024,294.6046
2024-03-27,Gold Coast,0.5015,299.5551
2024-03-27,Cairns,0.5155,258.7407
2024-03-27,Noosa,0.4686,362.7557
2024-03-27,Whitsunday,0.5106,375.3949
2024-03-28,Gold Coast,0.5612,319.4583
2024-03-28,Cairns,0.5427,269.5108
2024-03-28,Noosa,0.5957,375.6013
2024-03-28,Whitsunday,0.5932,396.9459
2024-03-29,Noosa,0.7331,408.6399
2024-03-29,Gold Coast,0.687,385.4222
2024-03-29,Whitsunday,0.7338,400.7481
2024-03-29,Cairns,0.638,293.0017
2024-03-30,Noosa,0.7869,420.294
2024-03-30,Whitsunday,0.7878,412.2092
2024-03-30,Gold Coast,0.7262,394.9363
2024-03-30,Cairns,0.671,294.0625
2024-03-31,Gold Coast,0.6756,381.7956
2024-03-31,Cairns,0.667,290.7452
2024-03-31,Noosa,0.7335,413.9736
2024-03-31,Whitsunday,0.7707,408.5891
2024-04-01,Whitsunday,0.6542,416.2697
2024-04-01,Cairns,0.6245,293.8957
2024-04-01,Gold Coast,0.5619,365.5381
2024-04-01,Noosa,0.6281,417.3009
2024-04-02,Whitsunday,0.6279,408.4159
2024-04-02,Gold Coast,0.5445,350.4552
2024-04-02,Noosa,0.5843,405.4025
2024-04-02,Cairns,0.6064,285.8094
2024-04-03,Noosa,0.581,397.4111
2024-04-03,Whitsunday,0.6351,397.713
