spend,cards_seen,no_txns,date,region,category
899993.94,601,723,23/10/2023,Gold Coast,TRAVEL AGENCIES
2.1451244E7,226809,284545,23/10/2023,Gold Coast,HEALTH CARE & DRUG STORE
164560.42,1171,1455,23/10/2023,Gold Coast,TRAILER PARKS AND CAMPGROUNDS
9135999,136226,227794,23/10/2023,Gold Coast,DISCOUNT & VARIETY STORES
7911855.5,129298,179084,23/10/2023,Gold Coast,PKG STORES/BEER/WINE/LIQUOR
1.7358838E7,283793,370282,23/10/2023,Gold Coast,FUEL
5068940.5,94403,179170,23/10/2023,Gold Coast,BARS/TAVERNS/LOUNGES/DISCOS
5492225,63767,65413,23/10/2023,Gold Coast,RETAIL SERVICES
2.5547684E7,150814,215988,23/10/2023,Gold Coast,RETAIL STORES
368901.56,3383,3352,23/10/2023,Gold Coast,TELECOM
2622990.8,134350,222708,23/10/2023,Gold Coast,TRANSPORTATION
1.4812749E7,109546,136846,23/10/2023,Gold Coast,HOME IMPROVEMENT & SUPPLY
590710.44,2100,2244,23/10/2023,Gold Coast,VEHICLE RENTAL
5089525.5,44748,93394,23/10/2023,Gold Coast,HOTELS/MOTELS & RESORTS
228767.86,3991,3590,23/10/2023,Gold Coast,DUTY FREE STORES
2.1856774E7,400512,595350,23/10/2023,Gold Coast,RESTAURANTS
1.4253862E7,117788,177232,23/10/2023,Gold Coast,RETAIL GOODS
1.0645837E7,289206,514784,23/10/2023,Gold Coast,FAST FOOD RESTAURANTS
87155.88,996,944,23/10/2023,Gold Coast,AIRLINES/AIR CARRIERS
618822.7,12687,18137,23/10/2023,Gold Coast,ENTERTAINMENT - OTHERS
6679131.5,33234,33521,23/10/2023,Gold Coast,AUTOMOTIVE
2600374,49462,81323,23/10/2023,Gold Coast,ENTERTAINMENT
5.0629208E7,482373,1521226,23/10/2023,Gold Coast,FOOD & GROCERY
2520556,29874,82019,23/10/2023,Gold Coast,TOURIST ATTRACTIONS
92344.18,2109,3740,23/10/2023,Gold Coast,GOLF AND CLUBS
1613284.2,12422,17137,23/10/2023,Gold Coast,BUSINESS TO BUSINESS
4002009.8,44917,127376,9/01/2023,Gold Coast,TOURIST ATTRACTIONS
406691.66,4200,4427,9/01/2023,Gold Coast,TELECOM
1.986056E7,154766,227352,9/01/2023,Gold Coast,RETAIL GOODS
7110301,123703,188648,9/01/2023,Gold Coast,PKG STORES/BEER/WINE/LIQUOR
1842213,122322,144936,9/01/2023,Gold Coast,TRANSPORTATION
8353954.5,45756,100421,9/01/2023,Gold Coast,HOTELS/MOTELS & RESORTS
139151.72,1231,1775,9/01/2023,Gold Coast,TRAILER PARKS AND CAMPGROUNDS
68520.625,619,730,9/01/2023,Gold Coast,AIRLINES/AIR CARRIERS
1683130.2,15821,13913,9/01/2023,Gold Coast,BUSINESS TO BUSINESS
6.3116028E7,505289,1318231,9/01/2023,Gold Coast,FOOD & GROCERY
3336802,62205,101329,9/01/2023,Gold Coast,ENTERTAINMENT
1173225,22325,21892,9/01/2023,Gold Coast,ENTERTAINMENT - OTHERS
5057071,28960,34928,9/01/2023,Gold Coast,EDUCATION & GOVERNMENT
6727251,131537,166198,9/01/2023,Gold Coast,DISCOUNT & VARIETY STORES
1.1464822E7,280555,572030,9/01/2023,Gold Coast,FAST FOOD RESTAURANTS
1.7889296E7,230754,307326,9/01/2023,Gold Coast,HEALTH CARE & DRUG STORE
2.7998624E7,374529,925275,9/01/2023,Gold Coast,RESTAURANTS
1.9523586E7,162441,233548,9/01/2023,Gold Coast,RETAIL STORES
1615772,20981,41351,9/01/2023,Gold Coast,PROFESSIONAL SERVICES
214363.67,4004,6104,9/01/2023,Gold Coast,GOLF AND CLUBS
1015814,961,856,9/01/2023,Gold Coast,TRAVEL AGENCIES
4911134,70284,81587,9/01/2023,Gold Coast,RETAIL SERVICES
1.955436E7,237162,350337,9/01/2023,Gold Coast,FUEL
7986614.5,78336,194360,9/01/2023,Gold Coast,BARS/TAVERNS/LOUNGES/DISCOS
442856.62,1504,1678,9/01/2023,Gold Coast,VEHICLE RENTAL
7690759.5,31055,30996,9/01/2023,Gold Coast,AUTOMOTIVE
1.840373E7,86176,158324,9/01/2023,Gold Coast,HOME IMPROVEMENT & SUPPLY
1.8385818E7,270916,599944,24/06/2024,Gold Coast,RESTAURANTS
4571958.5,78622,168750,6/11/2023,Gold Coast,BARS/TAVERNS/LOUNGES/DISCOS
74099.74,900,836,6/11/2023,Gold Coast,AIRLINES/AIR CARRIERS
1562628.1,10091,11677,6/11/2023,Gold Coast,BUSINESS TO BUSINESS
7644561.5,116151,174964,6/11/2023,Gold Coast,PKG STORES/BEER/WINE/LIQUOR
2248710.2,123469,193974,6/11/2023,Gold Coast,TRANSPORTATION
2480506.5,49095,90229,6/11/2023,Gold Coast,ENTERTAINMENT
279363.72,3729,3378,6/11/2023,Gold Coast,DUTY FREE STORES
299453.44,2624,2949,6/11/2023,Gold Coast,TELECOM
5.8332056E7,541249,1513037,6/11/2023,Gold Coast,FOOD & GROCERY
841293.4,718,724,6/11/2023,Gold Coast,TRAVEL AGENCIES
2.229942E7,166760,225546,6/11/2023,Gold Coast,RETAIL STORES
4312917,43225,73847,6/11/2023,Gold Coast,RETAIL SERVICES
3234290,34210,50035,6/11/2023,Gold Coast,EDUCATION & GOVERNMENT
2487802.2,35881,74986,6/11/2023,Gold Coast,TOURIST ATTRACTIONS
2.010083E7,284280,391276,6/11/2023,Gold Coast,FUEL
1.7433542E7,299284,648579,6/11/2023,Gold Coast,RESTAURANTS
134404.47,1012,1348,6/11/2023,Gold Coast,TRAILER PARKS AND CAMPGROUNDS
1.3584539E7,150499,189817,6/11/2023,Gold Coast,RETAIL GOODS
576687.75,11557,12204,6/11/2023,Gold Coast,ENTERTAINMENT - OTHERS
8273812.5,112568,179674,6/11/2023,Gold Coast,DISCOUNT & VARIETY STORES
760590.4,2098,2107,6/11/2023,Gold Coast,VEHICLE RENTAL
2.043135E7,186999,256944,6/11/2023,Gold Coast,HEALTH CARE & DRUG STORE
1953824,28754,43458,6/11/2023,Gold Coast,PROFESSIONAL SERVICES
5984441.5,35610,77439,6/11/2023,Gold Coast,HOTELS/MOTELS & RESORTS
8322956.5,275580,458350,6/11/2023,Gold Coast,FAST FOOD RESTAURANTS
1.2727735E7,77991,152861,6/11/2023,Gold Coast,HOME IMPROVEMENT & SUPPLY
139956.64,2626,5295,6/11/2023,Gold Coast,GOLF AND CLUBS
6351296,31945,39227,6/11/2023,Gold Coast,AUTOMOTIVE
1.6656762E7,229795,311531,17/06/2024,Gold Coast,FUEL
614880.25,468,620,17/06/2024,Gold Coast,TRAVEL AGENCIES
4.5813596E7,395842,1283615,17/06/2024,Gold Coast,FOOD & GROCERY
240570.97,2119,2388,17/06/2024,Gold Coast,TELECOM
230396.94,3014,2880,17/06/2024,Gold Coast,DUTY FREE STORES
1.3719487E7,82983,130604,17/06/2024,Gold Coast,HOME IMPROVEMENT & SUPPLY
2.1287984E7,127158,226152,17/06/2024,Gold Coast,RETAIL STORES
5545092.5,118748,187366,17/06/2024,Gold Coast,DISCOUNT & VARIETY STORES
2520091,38172,86474,17/06/2024,Gold Coast,ENTERTAINMENT
4543654.5,33665,63843,17/06/2024,Gold Coast,HOTELS/MOTELS & RESORTS
1.8363272E7,166802,210857,17/06/2024,Gold Coast,HEALTH CARE & DRUG STORE
1531227.5,18766,30445,17/06/2024,Gold Coast,PROFESSIONAL SERVICES
4797222.5,41881,49025,17/06/2024,Gold Coast,RETAIL SERVICES
1.458782E7,353427,706752,17/06/2024,Gold Coast,RESTAURANTS
5096770,80087,152505,17/06/2024,Gold Coast,BARS/TAVERNS/LOUNGES/DISCOS
7393326.5,270068,443595,17/06/2024,Gold Coast,FAST FOOD RESTAURANTS
1100255.5,18318,27987,17/06/2024,Gold Coast,ENTERTAINMENT - OTHERS
7829194,35931,33186,17/06/2024,Gold Coast,AUTOMOTIVE
61253.81,524,467,17/06/2024,Gold Coast,AIRLINES/AIR CARRIERS
1590545.6,12602,11320,17/06/2024,Gold Coast,BUSINESS TO BUSINESS
1836233,101477,195344,17/06/2024,Gold Coast,TRANSPORTATION
8632428,120682,184136,17/06/2024,Gold Coast,PKG STORES/BEER/WINE/LIQUOR
1407949.2,17924,39774,17/06/2024,Gold Coast,TOURIST ATTRACTIONS
114864.38,1889,3538,17/06/2024,Gold Coast,GOLF AND CLUBS
3718272.8,23384,30605,17/06/2024,Gold Coast,EDUCATION & GOVERNMENT
182741.11,586,1066,17/06/2024,Gold Coast,TRAILER PARKS AND CAMPGROUNDS
666435.2,1325,1659,17/06/2024,Gold Coast,VEHICLE RENTAL
1.5889209E7,102511,169123,17/06/2024,Gold Coast,RETAIL GOODS
1984715.6,129612,129740,30/10/2023,Gold Coast,FAST FOOD RESTAURANTS
96952.78,725,1022,30/10/2023,Gold Coast,TELECOM
17963.438,625,967,30/10/2023,Gold Coast,GOLF AND CLUBS
8667780,69497,73037,30/10/2023,Gold Coast,HEALTH CARE & DRUG STORE
1805781.9,39203,60398,30/10/2023,Gold Coast,DISCOUNT & VARIETY STORES
59228.457,273,294,30/10/2023,Gold Coast,TRAILER PARKS AND CAMPGROUNDS
1433077.5,34612,45282,30/10/2023,Gold Coast,PKG STORES/BEER/WINE/LIQUOR
2283300.2,10400,11558,30/10/2023,Gold Coast,AUTOMOTIVE
1.1268962E7,288839,338278,30/10/2023,Gold Coast,FOOD & GROCERY
5900184,117705,97362,30/10/2023,Gold Coast,FUEL
1603015.2,8520,15751,30/10/2023,Gold Coast,HOTELS/MOTELS & RESORTS
1447291,25998,31739,2/01/2023,Gold Coast,ENTERTAINMENT - OTHERS
5685947,56684,58096,2/01/2023,Gold Coast,RETAIL SERVICES
5610990.5,57682,189511,2/01/2023,Gold Coast,TOURIST ATTRACTIONS
1.5139281E7,110390,160045,2/01/2023,Gold Coast,HOME IMPROVEMENT & SUPPLY
1.1908616E7,51066,78515,2/01/2023,Gold Coast,HOTELS/MOTELS & RESORTS
7701336,147658,224417,2/01/2023,Gold Coast,DISCOUNT & VARIETY STORES
1.4274374E7,229349,424951,2/01/2023,Gold Coast,FUEL
8304349.5,112684,195090,2/01/2023,Gold Coast,PKG STORES/BEER/WINE/LIQUOR
336241.16,5337,9529,2/01/2023,Gold Coast,GOLF AND CLUBS
1.1828579E7,402959,654601,2/01/2023,Gold Coast,FAST FOOD RESTAURANTS
1844480.5,111601,133243,2/01/2023,Gold Coast,TRANSPORTATION
1502306.2,11268,13571,2/01/2023,Gold Coast,BUSINESS TO BUSINESS
4400782.5,57028,118232,2/01/2023,Gold Coast,ENTERTAINMENT
6352172.5,106504,185961,2/01/2023,Gold Coast,BARS/TAVERNS/LOUNGES/DISCOS
2875204.5,22334,18089,2/01/2023,Gold Coast,EDUCATION & GOVERNMENT
713104.1,2367,2751,2/01/2023,Gold Coast,VEHICLE RENTAL
6368185.5,33989,42315,2/01/2023,Gold Coast,AUTOMOTIVE
1.7064176E7,191395,221671,2/01/2023,Gold Coast,RETAIL GOODS
64525.44,638,887,2/01/2023,Gold Coast,AIRLINES/AIR CARRIERS
6.9938488E7,548051,1286780,2/01/2023,Gold Coast,FOOD & GROCERY
1027226.1,1072,1030,2/01/2023,Gold Coast,TRAVEL AGENCIES
1525368.2,21016,42221,2/01/2023,Gold Coast,PROFESSIONAL SERVICES
416036.03,4498,4694,2/01/2023,Gold Coast,TELECOM
2.1688736E7,191246,303949,2/01/2023,Gold Coast,RETAIL STORES
124755.734,1475,2836,2/01/2023,Gold Coast,TRAILER PARKS AND CAMPGROUNDS
3.1555708E7,425468,665533,2/01/2023,Gold Coast,RESTAURANTS
1.6493276E7,152790,289750,2/01/2023,Gold Coast,HEALTH CARE & DRUG STORE
4689415,105376,132526,29/05/2023,Gold Coast,PKG STORES/BEER/WINE/LIQUOR
103629.94,625,534,29/05/2023,Gold Coast,TRAILER PARKS AND CAMPGROUNDS
435350.9,12856,15223,29/05/2023,Gold Coast,ENTERTAINMENT - OTHERS
3714913.8,30485,42090,29/05/2023,Gold Coast,RETAIL SERVICES
31315.982,394,429,29/05/2023,Gold Coast,AIRLINES/AIR CARRIERS
5398287.5,195821,254320,29/05/2023,Gold Coast,FAST FOOD RESTAURANTS
1.3464193E7,71463,112938,29/05/2023,Gold Coast,RETAIL STORES
2.619824E7,410305,859084,29/05/2023,Gold Coast,FOOD & GROCERY
1639918.9,16639,17175,29/05/2023,Gold Coast,EDUCATION & GOVERNMENT
181160.16,1705,2082,29/05/2023,Gold Coast,TELECOM
114316.33,2261,4646,29/05/2023,Gold Coast,GOLF AND CLUBS
6977873,163822,223868,29/05/2023,Gold Coast,FUEL
890880.8,14994,25777,29/05/2023,Gold Coast,TOURIST ATTRACTIONS
4715306,13548,23205,29/05/2023,Gold Coast,AUTOMOTIVE
3634493.2,52052,126443,29/05/2023,Gold Coast,BARS/TAVERNS/LOUNGES/DISCOS
1621072.8,35849,64214,29/05/2023,Gold Coast,ENTERTAINMENT
127674.09,1400,1825,29/05/2023,Gold Coast,DUTY FREE STORES
693431.3,17931,25506,29/05/2023,Gold Coast,PROFESSIONAL SERVICES
509950.94,279,246,29/05/2023,Gold Coast,TRAVEL AGENCIES
4052955.5,98584,104212,29/05/2023,Gold Coast,DISCOUNT & VARIETY STORES
1.0661997E7,92542,138393,29/05/2023,Gold Coast,HEALTH CARE & DRUG STORE
1.0621565E7,225042,417742,29/05/2023,Gold Coast,RESTAURANTS
9800693,78238,107374,29/05/2023,Gold Coast,RETAIL GOODS
783976.75,78684,83551,29/05/2023,Gold Coast,TRANSPORTATION
2655300.8,23866,50727,29/05/2023,Gold Coast,HOTELS/MOTELS & RESORTS
4735407.5,34999,38882,30/10/2023,Gold Coast,RETAIL STORES
3920098.8,102970,159186,30/10/2023,Gold Coast,RESTAURANTS
653810.9,6639,7406,30/10/2023,Gold Coast,PROFESSIONAL SERVICES
187639.34,162,234,30/10/2023,Gold Coast,TRAVEL AGENCIES
574468.9,4150,4625,30/10/2023,Gold Coast,BUSINESS TO BUSINESS
77458.836,865,937,30/10/2023,Gold Coast,DUTY FREE STORES
1435162.4,13231,15272,30/10/2023,Gold Coast,EDUCATION & GOVERNMENT
3317689.5,34115,40709,30/10/2023,Gold Coast,RETAIL GOODS
772477.3,45700,49445,30/10/2023,Gold Coast,TRANSPORTATION
1153990.5,12927,15017,30/10/2023,Gold Coast,RETAIL SERVICES
4139850.5,26096,32194,30/10/2023,Gold Coast,HOME IMPROVEMENT & SUPPLY
99749.586,2765,2839,30/10/2023,Gold Coast,ENTERTAINMENT - OTHERS
266339.66,586,570,30/10/2023,Gold Coast,VEHICLE RENTAL
542000.7,11349,14759,30/10/2023,Gold Coast,ENTERTAINMENT
810150.3,18743,31106,30/10/2023,Gold Coast,BARS/TAVERNS/LOUNGES/DISCOS
630165.8,6116,18618,30/10/2023,Gold Coast,TOURIST ATTRACTIONS
18468.8,147,162,30/10/2023,Gold Coast,AIRLINES/AIR CARRIERS
1191018.5,14970,13642,29/04/2024,Gold Coast,RETAIL SERVICES
168054.83,2726,2358,29/04/2024,Gold Coast,ENTERTAINMENT - OTHERS
2087983.1,14675,19547,29/04/2024,Gold Coast,EDUCATION & GOVERNMENT
549296.5,4160,3972,29/04/2024,Gold Coast,BUSINESS TO BUSINESS
746098.5,43770,53904,29/04/2024,Gold Coast,TRANSPORTATION
5465070.5,75808,127028,29/04/2024,Gold Coast,FUEL
556642.44,5782,8934,29/04/2024,Gold Coast,PROFESSIONAL SERVICES
1772907.9,93774,125852,29/04/2024,Gold Coast,FAST FOOD RESTAURANTS
3529637.5,98961,134656,29/04/2024,Gold Coast,RESTAURANTS
981811.8,8175,11671,29/04/2024,Gold Coast,HOTELS/MOTELS & RESORTS
26600.361,129,197,29/04/2024,Gold Coast,TRAILER PARKS AND CAMPGROUNDS
12169.491,489,554,29/04/2024,Gold Coast,GOLF AND CLUBS
1412705.4,33467,33700,29/04/2024,Gold Coast,PKG STORES/BEER/WINE/LIQUOR
2364409,9129,11208,29/04/2024,Gold Coast,AUTOMOTIVE
2953560.8,28094,27109,29/04/2024,Gold Coast,HOME IMPROVEMENT & SUPPLY
6963664,81047,77292,29/04/2024,Gold Coast,HEALTH CARE & DRUG STORE
455340.1,12097,15370,29/04/2024,Gold Coast,ENTERTAINMENT
61572.008,1003,916,29/04/2024,Gold Coast,DUTY FREE STORES
1.443572E7,200555,381324,29/04/2024,Gold Coast,FOOD & GROCERY
164856.56,443,683,29/04/2024,Gold Coast,VEHICLE RENTAL
1691411.4,26863,44490,29/04/2024,Gold Coast,DISCOUNT & VARIETY STORES
66453.69,580,850,29/04/2024,Gold Coast,TELECOM
26095.018,253,206,29/04/2024,Gold Coast,AIRLINES/AIR CARRIERS
3444162.2,38188,41725,29/04/2024,Gold Coast,RETAIL GOODS
302321.47,215,178,29/04/2024,Gold Coast,TRAVEL AGENCIES
398975.56,6273,13907,29/04/2024,Gold Coast,TOURIST ATTRACTIONS
3793475.5,29805,48237,29/04/2024,Gold Coast,RETAIL STORES
697316.75,15488,23549,29/04/2024,Gold Coast,BARS/TAVERNS/LOUNGES/DISCOS
238612.53,713,1003,29/05/2023,Gold Coast,VEHICLE RENTAL
9059297,50518,74522,29/05/2023,Gold Coast,HOME IMPROVEMENT & SUPPLY
671585.8,8984,6876,29/05/2023,Gold Coast,BUSINESS TO BUSINESS
1.7150338E7,250855,381354,17/04/2023,Gold Coast,FUEL
1.1162604E7,264962,589079,17/04/2023,Gold Coast,FAST FOOD RESTAURANTS
6743040,64031,64400,17/04/2023,Gold Coast,RETAIL SERVICES
784420.56,1958,2203,17/04/2023,Gold Coast,VEHICLE RENTAL
6645666,122235,173252,17/04/2023,Gold Coast,DISCOUNT & VARIETY STORES
1.3452794E7,105745,120526,17/04/2023,Gold Coast,HOME IMPROVEMENT & SUPPLY
2925807.8,62651,115794,17/04/2023,Gold Coast,ENTERTAINMENT
1.3129951E7,162597,210722,17/04/2023,Gold Coast,RETAIL GOODS
304831.28,2924,3463,17/04/2023,Gold Coast,TELECOM
6082061.5,107054,216417,17/04/2023,Gold Coast,BARS/TAVERNS/LOUNGES/DISCOS
4723148.5,39416,61333,17/04/2023,Gold Coast,EDUCATION & GOVERNMENT
229519.88,4433,6201,17/04/2023,Gold Coast,GOLF AND CLUBS
6074813,34490,74365,17/04/2023,Gold Coast,HOTELS/MOTELS & RESORTS
9016846,36300,36075,17/04/2023,Gold Coast,AUTOMOTIVE
7534120,107139,205561,17/04/2023,Gold Coast,PKG STORES/BEER/WINE/LIQUOR
710011.44,916,999,17/04/2023,Gold Coast,TRAVEL AGENCIES
126782.01,1052,1442,17/04/2023,Gold Coast,TRAILER PARKS AND CAMPGROUNDS
793642.9,14692,20778,17/04/2023,Gold Coast,ENTERTAINMENT - OTHERS
6.0639164E7,517363,1103245,17/04/2023,Gold Coast,FOOD & GROCERY
1.6440562E7,129969,202767,17/04/2023,Gold Coast,RETAIL STORES
1495580.6,15610,16071,17/04/2023,Gold Coast,BUSINESS TO BUSINESS
2363494.8,107961,202240,17/04/2023,Gold Coast,TRANSPORTATION
2112135.8,24996,47918,17/04/2023,Gold Coast,PROFESSIONAL SERVICES
2940917.8,35092,102328,17/04/2023,Gold Coast,TOURIST ATTRACTIONS
2.377894E7,415562,696391,17/04/2023,Gold Coast,RESTAURANTS
79783.38,685,753,17/04/2023,Gold Coast,AIRLINES/AIR CARRIERS
2.258593E7,204574,301428,17/04/2023,Gold Coast,HEALTH CARE & DRUG STORE
275248.16,2716,3405,25/09/2023,Gold Coast,TELECOM
128143.4,1295,2311,25/09/2023,Gold Coast,TRAILER PARKS AND CAMPGROUNDS
63241.613,1133,2334,26/02/2024,Gold Coast,GOLF AND CLUBS
662352.94,13065,18739,26/02/2024,Gold Coast,PROFESSIONAL SERVICES
176878.61,937,1322,26/02/2024,Gold Coast,TELECOM
2.3689622E7,277789,536729,26/02/2024,Gold Coast,FOOD & GROCERY
41985.984,299,370,26/02/2024,Gold Coast,AIRLINES/AIR CARRIERS
2710379.2,21818,44232,26/02/2024,Gold Coast,HOTELS/MOTELS & RESORTS
1558949.4,23770,26076,26/02/2024,Gold Coast,RETAIL SERVICES
8930981,79817,95253,26/02/2024,Gold Coast,RETAIL STORES
42484.582,413,860,26/02/2024,Gold Coast,TRAILER PARKS AND CAMPGROUNDS
3705256.2,88233,101180,26/02/2024,Gold Coast,PKG STORES/BEER/WINE/LIQUOR
7595987,187087,276633,26/02/2024,Gold Coast,RESTAURANTS
440564,8912,11039,26/02/2024,Gold Coast,ENTERTAINMENT - OTHERS
698915.1,57271,50287,26/02/2024,Gold Coast,TRANSPORTATION
7071336.5,38322,57177,26/02/2024,Gold Coast,HOME IMPROVEMENT & SUPPLY
6011246.5,86410,78407,26/02/2024,Gold Coast,HEALTH CARE & DRUG STORE
6314248.5,120829,200483,26/02/2024,Gold Coast,FUEL
2870422.2,11416,16390,26/02/2024,Gold Coast,AUTOMOTIVE
1533650.5,27011,42303,26/02/2024,Gold Coast,ENTERTAINMENT
853143,12559,27394,26/02/2024,Gold Coast,TOURIST ATTRACTIONS
257749.8,981,871,26/02/2024,Gold Coast,VEHICLE RENTAL
2745627.8,51408,121700,26/02/2024,Gold Coast,BARS/TAVERNS/LOUNGES/DISCOS
225300.3,253,335,26/02/2024,Gold Coast,TRAVEL AGENCIES
5028867,151964,275505,26/02/2024,Gold Coast,FAST FOOD RESTAURANTS
550643.6,3984,4824,26/02/2024,Gold Coast,BUSINESS TO BUSINESS
922429.44,6494,7958,26/02/2024,Gold Coast,EDUCATION & GOVERNMENT
5408217.5,56896,59269,26/02/2024,Gold Coast,RETAIL GOODS
3053858.5,60634,87437,26/02/2024,Gold Coast,DISCOUNT & VARIETY STORES
127174.664,1343,1703,26/02/2024,Gold Coast,DUTY FREE STORES
769304.5,723,640,24/06/2024,Gold Coast,TRAVEL AGENCIES
6049842,41962,69751,24/06/2024,Gold Coast,HOTELS/MOTELS & RESORTS
61681.586,797,615,24/06/2024,Gold Coast,AIRLINES/AIR CARRIERS
1.7165522E7,202678,235832,24/06/2024,Gold Coast,HEALTH CARE & DRUG STORE
5798020.5,136701,139295,24/06/2024,Gold Coast,DISCOUNT & VARIETY STORES
9655502,33614,34489,24/06/2024,Gold Coast,AUTOMOTIVE
1579886,22018,30418,24/06/2024,Gold Coast,ENTERTAINMENT - OTHERS
2430464.2,144415,173294,24/06/2024,Gold Coast,TRANSPORTATION
1.5985958E7,103426,180329,24/06/2024,Gold Coast,RETAIL GOODS
235823.56,3678,3381,24/06/2024,Gold Coast,DUTY FREE STORES
5558540,76491,167814,24/06/2024,Gold Coast,BARS/TAVERNS/LOUNGES/DISCOS
4466500,42766,62195,24/06/2024,Gold Coast,RETAIL SERVICES
1.6868562E7,78183,138215,24/06/2024,Gold Coast,HOME IMPROVEMENT & SUPPLY
7439325,97330,157739,24/06/2024,Gold Coast,PKG STORES/BEER/WINE/LIQUOR
436422.25,2279,2788,24/06/2024,Gold Coast,TELECOM
2.3287106E7,127737,216625,24/06/2024,Gold Coast,RETAIL STORES
3801094.2,22984,21577,24/06/2024,Gold Coast,EDUCATION & GOVERNMENT
4.8176124E7,508932,1096411,24/06/2024,Gold Coast,FOOD & GROCERY
170193.12,794,1585,24/06/2024,Gold Coast,TRAILER PARKS AND CAMPGROUNDS
2091545.9,24519,76888,24/06/2024,Gold Coast,TOURIST ATTRACTIONS
1.307465E7,265578,298935,24/06/2024,Gold Coast,FUEL
603040.5,2107,1763,24/06/2024,Gold Coast,VEHICLE RENTAL
121708.664,2052,3292,24/06/2024,Gold Coast,GOLF AND CLUBS
3506996,55516,77685,24/06/2024,Gold Coast,ENTERTAINMENT
2112613,11027,15171,24/06/2024,Gold Coast,BUSINESS TO BUSINESS
1653181.4,20552,33801,24/06/2024,Gold Coast,PROFESSIONAL SERVICES
8368116,276756,526038,24/06/2024,Gold Coast,FAST FOOD RESTAURANTS
558498.7,13297,14773,6/02/2023,Gold Coast,ENTERTAINMENT - OTHERS
7436508.5,142377,196090,6/02/2023,Gold Coast,PKG STORES/BEER/WINE/LIQUOR
137747.14,1015,1400,6/02/2023,Gold Coast,TRAILER PARKS AND CAMPGROUNDS
1.4152615E7,95979,148678,6/02/2023,Gold Coast,RETAIL STORES
7925567.5,29153,31262,6/02/2023,Gold Coast,AUTOMOTIVE
190145.11,3099,5583,6/02/2023,Gold Coast,GOLF AND CLUBS
8076150.5,333356,479772,6/02/2023,Gold Coast,FAST FOOD RESTAURANTS
4818690.5,40851,46627,6/02/2023,Gold Coast,EDUCATION & GOVERNMENT
422426.94,1462,1615,6/02/2023,Gold Coast,VEHICLE RENTAL
1288876.5,22165,30383,6/02/2023,Gold Coast,PROFESSIONAL SERVICES
2.6016544E7,184507,298403,6/02/2023,Gold Coast,HEALTH CARE & DRUG STORE
1409239.2,14035,18709,6/02/2023,Gold Coast,BUSINESS TO BUSINESS
1820413.8,116926,169193,6/02/2023,Gold Coast,TRANSPORTATION
1.4524988E7,76194,143284,6/02/2023,Gold Coast,HOME IMPROVEMENT & SUPPLY
6886535,144976,159294,6/02/2023,Gold Coast,DISCOUNT & VARIETY STORES
46179.98,696,565,6/02/2023,Gold Coast,AIRLINES/AIR CARRIERS
339293.3,4185,4175,6/02/2023,Gold Coast,TELECOM
5.6838972E7,575138,1350663,6/02/2023,Gold Coast,FOOD & GROCERY
5535406,101874,221473,6/02/2023,Gold Coast,BARS/TAVERNS/LOUNGES/DISCOS
2461442.5,25645,68795,6/02/2023,Gold Coast,TOURIST ATTRACTIONS
5410075,35116,68324,6/02/2023,Gold Coast,HOTELS/MOTELS & RESORTS
1052437.4,714,649,6/02/2023,Gold Coast,TRAVEL AGENCIES
1.6344631E7,140224,197461,6/02/2023,Gold Coast,RETAIL GOODS
1.6782406E7,281921,556490,6/02/2023,Gold Coast,RESTAURANTS
1.8135004E7,259862,420242,6/02/2023,Gold Coast,FUEL
2580933,49739,77413,6/02/2023,Gold Coast,ENTERTAINMENT
4770818.5,43991,64105,6/02/2023,Gold Coast,RETAIL SERVICES
270978,3542,3337,22/05/2023,Gold Coast,TELECOM
2619339.5,58301,83360,22/05/2023,Gold Coast,ENTERTAINMENT
7008911,127243,155155,22/05/2023,Gold Coast,PKG STORES/BEER/WINE/LIQUOR
808397.3,547,853,22/05/2023,Gold Coast,TRAVEL AGENCIES
1369971.1,15859,17844,22/05/2023,Gold Coast,BUSINESS TO BUSINESS
4.2878996E7,512249,1492195,22/05/2023,Gold Coast,FOOD & GROCERY
8181920,324777,546273,22/05/2023,Gold Coast,FAST FOOD RESTAURANTS
1885707,29876,48768,22/05/2023,Gold Coast,TOURIST ATTRACTIONS
1536576,29727,34837,22/05/2023,Gold Coast,PROFESSIONAL SERVICES
1.8292502E7,92074,180720,22/05/2023,Gold Coast,RETAIL STORES
4755572,68177,144549,22/05/2023,Gold Coast,BARS/TAVERNS/LOUNGES/DISCOS
2.233081E7,210741,265349,22/05/2023,Gold Coast,HEALTH CARE & DRUG STORE
1897415.4,105021,178865,22/05/2023,Gold Coast,TRANSPORTATION
2.102695E7,314879,669966,22/05/2023,Gold Coast,RESTAURANTS
1.2716116E7,101417,102901,22/05/2023,Gold Coast,HOME IMPROVEMENT & SUPPLY
540153.5,18420,21857,22/05/2023,Gold Coast,ENTERTAINMENT - OTHERS
151549.97,4127,6464,22/05/2023,Gold Coast,GOLF AND CLUBS
7700875.5,101082,179959,22/05/2023,Gold Coast,DISCOUNT & VARIETY STORES
535468,1707,1459,22/05/2023,Gold Coast,VEHICLE RENTAL
4844437,60836,52308,22/05/2023,Gold Coast,RETAIL SERVICES
1.2044017E7,134619,165766,22/05/2023,Gold Coast,RETAIL GOODS
