spend,cards_seen,no_txns,date,region,category
208849.33,1928,2475,26/02/2024,Noosa,AUTOMOTIVE
847699.94,19313,20144,26/02/2024,Noosa,FUEL
49705.67,462,584,26/02/2024,Noosa,VEHICLE RENTAL
548982.4,7148,7982,26/02/2024,Noosa,RETAIL GOODS
46076.53,335,352,26/02/2024,Noosa,BUSINESS TO BUSINESS
54070.457,1158,1801,26/02/2024,Noosa,PROFESSIONAL SERVICES
480102.44,17675,21230,26/02/2024,Noosa,FAST FOOD RESTAURANTS
64731.68,1213,1584,26/02/2024,Noosa,EDUCATION & GOVERNMENT
1554081.4,21398,33253,26/02/2024,Noosa,RESTAURANTS
825432.7,6234,8654,26/02/2024,Noosa,HOME IMPROVEMENT & SUPPLY
482619.66,3559,5632,26/02/2024,Noosa,HOTELS/MOTELS & RESORTS
64137.117,2365,2208,26/02/2024,Noosa,ENTERTAINMENT
343143.47,6361,13486,26/02/2024,Noosa,BARS/TAVERNS/LOUNGES/DISCOS
26410.465,65,89,26/02/2024,Noosa,TRAVEL AGENCIES
682923.7,11962,15751,26/02/2024,Noosa,PKG STORES/BEER/WINE/LIQUOR
168906.64,1459,1814,26/02/2024,Noosa,RETAIL SERVICES
217377.73,4759,5589,26/02/2024,Noosa,DISCOUNT & VARIETY STORES
31947.3,1305,1092,26/02/2024,Noosa,TRANSPORTATION
42437.668,588,685,6/05/2024,Noosa,VEHICLE RENTAL
1680239,11712,17847,6/05/2024,Noosa,RETAIL STORES
124185.984,3553,4121,6/05/2024,Noosa,ENTERTAINMENT
1464694,21508,31489,6/05/2024,Noosa,PKG STORES/BEER/WINE/LIQUOR
511616.84,13326,14711,6/05/2024,Noosa,DISCOUNT & VARIETY STORES
2133661.5,15542,20859,6/05/2024,Noosa,HEALTH CARE & DRUG STORE
630661.06,11888,16710,6/05/2024,Noosa,BARS/TAVERNS/LOUNGES/DISCOS
722805.6,3069,3951,6/05/2024,Noosa,AUTOMOTIVE
443906.6,4610,4262,6/05/2024,Noosa,RETAIL SERVICES
758038.9,6045,8647,6/05/2024,Noosa,HOTELS/MOTELS & RESORTS
2443610.5,32144,57148,6/05/2024,Noosa,RESTAURANTS
4608.399,111,143,6/05/2024,Noosa,TOURIST ATTRACTIONS
2233064,14890,18781,6/05/2024,Noosa,HOME IMPROVEMENT & SUPPLY
56627.707,194,167,6/05/2024,Noosa,TRAVEL AGENCIES
774463.4,34444,44803,6/05/2024,Noosa,FAST FOOD RESTAURANTS
55969.395,1490,2189,6/05/2024,Noosa,TRANSPORTATION
1305636.4,15308,15842,6/05/2024,Noosa,RETAIL GOODS
7153897,55937,122638,6/05/2024,Noosa,FOOD & GROCERY
408445.78,4220,6533,6/05/2024,Noosa,EDUCATION & GOVERNMENT
150945.77,890,788,6/05/2024,Noosa,BUSINESS TO BUSINESS
1690244.4,27448,43578,6/05/2024,Noosa,FUEL
107339.125,1746,2920,6/05/2024,Noosa,PROFESSIONAL SERVICES
2232658.5,21138,29480,14/10/2024,Noosa,HEALTH CARE & DRUG STORE
95329.86,3178,3200,14/10/2024,Noosa,TRANSPORTATION
85743.83,875,830,14/10/2024,Noosa,VEHICLE RENTAL
51444.5,270,257,14/10/2024,Noosa,TRAVEL AGENCIES
616079.44,12080,17838,14/10/2024,Noosa,DISCOUNT & VARIETY STORES
189597.92,3424,6332,14/10/2024,Noosa,ENTERTAINMENT
755679.9,8133,11697,14/10/2024,Noosa,HOTELS/MOTELS & RESORTS
925855.4,31763,53806,14/10/2024,Noosa,FAST FOOD RESTAURANTS
29629.969,58,77,1/07/2024,Whitsundays,AIRLINES/AIR CARRIERS
769705.1,7193,15076,1/07/2024,Whitsundays,PKG STORES/BEER/WINE/LIQUOR
782841.5,7351,18336,1/07/2024,Whitsundays,BARS/TAVERNS/LOUNGES/DISCOS
683527.1,6561,12074,1/07/2024,Whitsundays,HEALTH CARE & DRUG STORE
201896.34,2908,3359,1/07/2024,Whitsundays,RETAIL SERVICES
738609.4,5752,6474,1/07/2024,Whitsundays,HOME IMPROVEMENT & SUPPLY
645707,6138,8305,1/07/2024,Whitsundays,RETAIL STORES
406373.16,7110,10405,1/07/2024,Whitsundays,DISCOUNT & VARIETY STORES
107489.2,1499,1793,1/07/2024,Whitsundays,BUSINESS TO BUSINESS
125814.8,168,218,1/07/2024,Whitsundays,TRAVEL AGENCIES
61160.22,1242,1409,1/07/2024,Whitsundays,PROFESSIONAL SERVICES
616920.3,7514,8260,1/07/2024,Whitsundays,RETAIL GOODS
222410.72,3426,5323,1/07/2024,Whitsundays,TOURIST ATTRACTIONS
1914949.6,22123,52046,1/07/2024,Whitsundays,RESTAURANTS
485476.4,5648,7893,1/07/2024,Whitsundays,AUTOMOTIVE
36978.695,273,323,1/07/2024,Whitsundays,TELECOM
260779.1,2372,2203,1/07/2024,Whitsundays,EDUCATION & GOVERNMENT
139408.39,5238,6619,1/07/2024,Whitsundays,TRANSPORTATION
1820154.8,12279,31810,1/07/2024,Whitsundays,HOTELS/MOTELS & RESORTS
1477099.9,16384,24040,1/07/2024,Whitsundays,FUEL
72523.82,1559,1429,27/05/2024,Whitsundays,HEALTH CARE & DRUG STORE
142098.69,1513,1488,27/05/2024,Whitsundays,HOME IMPROVEMENT & SUPPLY
126053.836,4731,6914,27/05/2024,Whitsundays,FAST FOOD RESTAURANTS
3677.5125,92,88,27/05/2024,Whitsundays,EDUCATION & GOVERNMENT
385880.56,6761,7431,27/05/2024,Whitsundays,FUEL
92693.66,2161,2302,27/05/2024,Whitsundays,DISCOUNT & VARIETY STORES
145314.66,2053,2047,27/05/2024,Whitsundays,RETAIL STORES
42827.17,1502,1528,27/05/2024,Whitsundays,TRANSPORTATION
8954.184,73,79,27/05/2024,Whitsundays,TELECOM
49523.125,913,1169,27/05/2024,Whitsundays,TOURIST ATTRACTIONS
418527.53,5834,11678,27/05/2024,Whitsundays,RESTAURANTS
50870.883,1148,2204,27/05/2024,Whitsundays,AUTOMOTIVE
846051.8,12177,15383,27/05/2024,Whitsundays,FOOD & GROCERY
181394.44,3047,3953,27/05/2024,Whitsundays,PKG STORES/BEER/WINE/LIQUOR
47804.918,412,634,27/05/2024,Whitsundays,ENTERTAINMENT
7271.6914,65,94,27/05/2024,Whitsundays,TRAILER PARKS AND CAMPGROUNDS
328262.5,3051,6156,27/05/2024,Whitsundays,HOTELS/MOTELS & RESORTS
27463.125,482,630,27/05/2024,Whitsundays,RETAIL SERVICES
143315.6,1523,2160,27/05/2024,Whitsundays,RETAIL GOODS
223724.19,3314,5298,27/05/2024,Whitsundays,BARS/TAVERNS/LOUNGES/DISCOS
11194.152,420,525,27/05/2024,Whitsundays,PROFESSIONAL SERVICES
1328264.2,18085,28656,24/07/2023,Whitsundays,FUEL
161961.89,3995,5964,24/07/2023,Whitsundays,TRANSPORTATION
673241.44,7182,6688,24/07/2023,Whitsundays,RETAIL GOODS
723821.5,4216,6386,24/07/2023,Whitsundays,HOME IMPROVEMENT & SUPPLY
266501.9,2918,3119,24/07/2023,Whitsundays,EDUCATION & GOVERNMENT
1720916.8,23834,46091,24/07/2023,Whitsundays,RESTAURANTS
105233.01,1878,2082,24/07/2023,Whitsundays,BUSINESS TO BUSINESS
820756.3,10997,19604,24/07/2023,Whitsundays,BARS/TAVERNS/LOUNGES/DISCOS
393157.2,7011,8667,24/07/2023,Whitsundays,DISCOUNT & VARIETY STORES
95026.266,271,217,24/07/2023,Whitsundays,VEHICLE RENTAL
4230728.5,28752,76481,24/07/2023,Whitsundays,FOOD & GROCERY
176187.36,2026,2829,24/07/2023,Whitsundays,RETAIL SERVICES
212866.17,2049,3381,24/07/2023,Whitsundays,ENTERTAINMENT
611194.9,8164,12780,24/07/2023,Whitsundays,HEALTH CARE & DRUG STORE
663797.1,5148,7256,24/07/2023,Whitsundays,AUTOMOTIVE
1848407.4,12079,23666,24/07/2023,Whitsundays,HOTELS/MOTELS & RESORTS
88588.625,1097,1548,24/07/2023,Whitsundays,PROFESSIONAL SERVICES
12330.727,59,69,24/07/2023,Whitsundays,AIRLINES/AIR CARRIERS
136659.98,460,653,24/07/2023,Whitsundays,TRAVEL AGENCIES
109447.34,721,702,24/07/2023,Whitsundays,TRAILER PARKS AND CAMPGROUNDS
241886.52,2384,3808,24/07/2023,Whitsundays,TOURIST ATTRACTIONS
564410.44,8827,10590,24/07/2023,Whitsundays,PKG STORES/BEER/WINE/LIQUOR
443397.4,17228,25012,24/07/2023,Whitsundays,FAST FOOD RESTAURANTS
18986.094,306,358,24/07/2023,Whitsundays,TELECOM
661174.44,6002,7836,24/07/2023,Whitsundays,RETAIL STORES
178703.48,1556,2620,22/07/2024,Whitsundays,ENTERTAINMENT
3499456.5,34193,67892,22/07/2024,Whitsundays,FOOD & GROCERY
444163.97,5342,7287,22/07/2024,Whitsundays,AUTOMOTIVE
730817.5,5958,6935,22/07/2024,Whitsundays,HOME IMPROVEMENT & SUPPLY
435047.56,8457,9986,22/07/2024,Whitsundays,DISCOUNT & VARIETY STORES
67680.22,1568,2113,22/07/2024,Whitsundays,BUSINESS TO BUSINESS
640502.94,8142,9462,22/07/2024,Whitsundays,HEALTH CARE & DRUG STORE
236492.17,2180,3771,22/07/2024,Whitsundays,RETAIL SERVICES
25430.309,97,124,22/07/2024,Whitsundays,TELECOM
1536648.8,11893,29714,22/07/2024,Whitsundays,HOTELS/MOTELS & RESORTS
170823.92,5174,5397,22/07/2024,Whitsundays,TRANSPORTATION
198105.69,2284,2583,22/07/2024,Whitsundays,EDUCATION & GOVERNMENT
105651.32,262,230,22/07/2024,Whitsundays,TRAVEL AGENCIES
1541901.6,23635,55863,22/07/2024,Whitsundays,RESTAURANTS
531357.9,6805,9478,22/07/2024,Whitsundays,RETAIL STORES
101845.92,1448,1679,22/07/2024,Whitsundays,PROFESSIONAL SERVICES
78734.25,172,191,22/07/2024,Whitsundays,VEHICLE RENTAL
72398.4,424,491,22/07/2024,Whitsundays,TRAILER PARKS AND CAMPGROUNDS
682756.25,7401,20676,22/07/2024,Whitsundays,BARS/TAVERNS/LOUNGES/DISCOS
507579.22,11013,18940,22/07/2024,Whitsundays,FAST FOOD RESTAURANTS
736595.7,6003,9037,22/07/2024,Whitsundays,RETAIL GOODS
272182.12,2484,5233,22/07/2024,Whitsundays,TOURIST ATTRACTIONS
1334210.8,18121,33181,22/07/2024,Whitsundays,FUEL
683022.6,8530,10756,22/07/2024,Whitsundays,PKG STORES/BEER/WINE/LIQUOR
707692.06,7984,8131,19/02/2024,Whitsundays,HEALTH CARE & DRUG STORE
567203.9,5482,5684,19/02/2024,Whitsundays,RETAIL STORES
49564.133,920,1106,19/02/2024,Whitsundays,PROFESSIONAL SERVICES
252576.14,2536,4760,19/02/2024,Whitsundays,TOURIST ATTRACTIONS
978075.4,13790,28503,19/02/2024,Whitsundays,RESTAURANTS
1152531.4,17023,29526,19/02/2024,Whitsundays,FUEL
704070.3,4496,5045,19/02/2024,Whitsundays,HOME IMPROVEMENT & SUPPLY
431969.16,5621,7129,19/02/2024,Whitsundays,DISCOUNT & VARIETY STORES
119921.695,2934,5398,19/02/2024,Whitsundays,TRANSPORTATION
45218.984,131,126,19/02/2024,Whitsundays,VEHICLE RENTAL
71111.19,287,278,19/02/2024,Whitsundays,TRAVEL AGENCIES
365786.4,1583,2091,19/02/2024,Whitsundays,EDUCATION & GOVERNMENT
461335,10644,19541,19/02/2024,Whitsundays,FAST FOOD RESTAURANTS
139033.1,1351,1881,19/02/2024,Whitsundays,BUSINESS TO BUSINESS
160841.4,1610,1906,19/02/2024,Whitsundays,RETAIL SERVICES
11398.4375,99,109,19/02/2024,Whitsundays,TRAILER PARKS AND CAMPGROUNDS
3295074.8,24072,69566,19/02/2024,Whitsundays,FOOD & GROCERY
1241093.2,8661,22002,19/02/2024,Whitsundays,HOTELS/MOTELS & RESORTS
34483.32,313,349,19/02/2024,Whitsundays,TELECOM
1622051.1,11097,31238,24/04/2023,Whitsundays,HOTELS/MOTELS & RESORTS
167849.55,739,875,24/04/2023,Whitsundays,TRAVEL AGENCIES
1536929.1,17362,49396,24/04/2023,Whitsundays,RESTAURANTS
292635.2,2119,2592,24/04/2023,Whitsundays,EDUCATION & GOVERNMENT
394624.7,5618,6884,24/04/2023,Whitsundays,RETAIL GOODS
34094.94,213,273,24/04/2023,Whitsundays,TRAILER PARKS AND CAMPGROUNDS
3719277.2,25516,69062,24/04/2023,Whitsundays,FOOD & GROCERY
205234.64,1518,1660,24/04/2023,Whitsundays,ENTERTAINMENT
426958.62,5677,7817,24/04/2023,Whitsundays,DISCOUNT & VARIETY STORES
435285.72,4229,7946,24/04/2023,Whitsundays,AUTOMOTIVE
629770.75,7121,12076,24/04/2023,Whitsundays,HEALTH CARE & DRUG STORE
545229.1,14600,27251,24/04/2023,Whitsundays,FAST FOOD RESTAURANTS
621222.44,7291,10033,24/04/2023,Whitsundays,PKG STORES/BEER/WINE/LIQUOR
84351.14,188,224,24/04/2023,Whitsundays,VEHICLE RENTAL
1250592.5,15474,24023,24/04/2023,Whitsundays,FUEL
742362.7,9665,19061,24/04/2023,Whitsundays,BARS/TAVERNS/LOUNGES/DISCOS
675950,4709,6368,24/04/2023,Whitsundays,HOME IMPROVEMENT & SUPPLY
22133.135,252,209,24/04/2023,Whitsundays,TELECOM
131530.48,1895,1934,24/04/2023,Whitsundays,BUSINESS TO BUSINESS
210789.72,2252,2129,24/04/2023,Whitsundays,RETAIL SERVICES
586326.25,7996,9962,24/04/2023,Whitsundays,RETAIL STORES
180223.55,4931,5537,24/04/2023,Whitsundays,TRANSPORTATION
242682.45,2746,4085,24/04/2023,Whitsundays,TOURIST ATTRACTIONS
34478.355,875,1150,24/04/2023,Whitsundays,PROFESSIONAL SERVICES
122912.38,1155,1824,26/02/2024,Whitsundays,TOURIST ATTRACTIONS
88185.23,958,976,26/02/2024,Whitsundays,BUSINESS TO BUSINESS
427811.66,7297,15808,26/02/2024,Whitsundays,RESTAURANTS
1528357.9,15339,42945,26/02/2024,Whitsundays,FOOD & GROCERY
168992.42,3952,4947,26/02/2024,Whitsundays,DISCOUNT & VARIETY STORES
32940,71,102,26/02/2024,Whitsundays,VEHICLE RENTAL
280632.34,2996,3404,26/02/2024,Whitsundays,RETAIL STORES
167784.48,5824,11851,26/02/2024,Whitsundays,FAST FOOD RESTAURANTS
80419.7,777,1203,26/02/2024,Whitsundays,RETAIL SERVICES
190845.08,3988,4417,26/02/2024,Whitsundays,AUTOMOTIVE
13599.316,179,189,26/02/2024,Whitsundays,TELECOM
646285.06,9825,14269,26/02/2024,Whitsundays,FUEL
277762.34,3747,7252,26/02/2024,Whitsundays,BARS/TAVERNS/LOUNGES/DISCOS
293633.8,4032,5549,26/02/2024,Whitsundays,PKG STORES/BEER/WINE/LIQUOR
522078.9,4119,10728,26/02/2024,Whitsundays,HOTELS/MOTELS & RESORTS
365922.9,2233,3573,26/02/2024,Whitsundays,HOME IMPROVEMENT & SUPPLY
283035.72,2953,4856,26/02/2024,Whitsundays,RETAIL GOODS
63419.15,1812,1896,26/02/2024,Whitsundays,TRANSPORTATION
85014.43,196,200,26/02/2024,Whitsundays,TRAVEL AGENCIES
31544.613,471,746,26/02/2024,Whitsundays,PROFESSIONAL SERVICES
169162.86,751,869,26/02/2024,Whitsundays,EDUCATION & GOVERNMENT
463488.62,4825,6281,26/02/2024,Whitsundays,HEALTH CARE & DRUG STORE
3593510.8,27110,87250,18/09/2023,Whitsundays,FOOD & GROCERY
291774.06,2765,4311,18/09/2023,Whitsundays,TOURIST ATTRACTIONS
37526.883,285,443,18/09/2023,Whitsundays,TRAILER PARKS AND CAMPGROUNDS
27737.133,268,284,18/09/2023,Whitsundays,TELECOM
693019.06,7492,12735,18/09/2023,Whitsundays,PKG STORES/BEER/WINE/LIQUOR
709665.25,4755,8070,18/09/2023,Whitsundays,HOME IMPROVEMENT & SUPPLY
633736.75,14357,29110,18/09/2023,Whitsundays,FAST FOOD RESTAURANTS
476392.12,7617,11238,18/09/2023,Whitsundays,DISCOUNT & VARIETY STORES
28909.186,82,64,18/09/2023,Whitsundays,AIRLINES/AIR CARRIERS
242640.94,1429,1486,18/09/2023,Whitsundays,ENTERTAINMENT
813420.94,10853,19731,18/09/2023,Whitsundays,BARS/TAVERNS/LOUNGES/DISCOS
228641.72,755,643,18/09/2023,Whitsundays,TRAVEL AGENCIES
81871.95,1680,1739,18/09/2023,Whitsundays,BUSINESS TO BUSINESS
728551.75,9864,13476,18/09/2023,Whitsundays,HEALTH CARE & DRUG STORE
639267.4,6790,9449,18/09/2023,Whitsundays,AUTOMOTIVE
252768.12,2582,3907,18/09/2023,Whitsundays,RETAIL SERVICES
1836062.5,18479,32608,18/09/2023,Whitsundays,FUEL
89018.41,239,208,18/09/2023,Whitsundays,VEHICLE RENTAL
212492.1,4515,5655,18/09/2023,Whitsundays,TRANSPORTATION
898935.7,9266,10077,18/09/2023,Whitsundays,RETAIL STORES
53549.58,967,1086,18/09/2023,Whitsundays,PROFESSIONAL SERVICES
1698525,23885,45219,18/09/2023,Whitsundays,RESTAURANTS
1900733.4,13616,37199,18/09/2023,Whitsundays,HOTELS/MOTELS & RESORTS
265625.72,1227,1914,18/09/2023,Whitsundays,EDUCATION & GOVERNMENT
717738.2,5145,7691,18/09/2023,Whitsundays,RETAIL GOODS
916161.2,5104,8571,20/11/2023,Whitsundays,HOME IMPROVEMENT & SUPPLY
1561623.9,9020,38397,20/11/2023,Whitsundays,HOTELS/MOTELS & RESORTS
221645.67,1574,2101,20/11/2023,Whitsundays,ENTERTAINMENT
143984,632,658,20/11/2023,Whitsundays,TRAVEL AGENCIES
1673260.4,17868,27286,20/11/2023,Whitsundays,FUEL
545735.3,5477,9195,20/11/2023,Whitsundays,RETAIL GOODS
513675.66,12915,26740,20/11/2023,Whitsundays,FAST FOOD RESTAURANTS
62875.99,284,317,20/11/2023,Whitsundays,TELECOM
2763286.5,32923,58900,20/11/2023,Whitsundays,FOOD & GROCERY
648931.75,6908,10520,20/11/2023,Whitsundays,HEALTH CARE & DRUG STORE
451044.6,7236,9060,20/11/2023,Whitsundays,DISCOUNT & VARIETY STORES
863137.25,8468,8837,20/11/2023,Whitsundays,RETAIL STORES
228990.2,2815,5971,20/11/2023,Whitsundays,TOURIST ATTRACTIONS
696361.75,9738,10872,20/11/2023,Whitsundays,PKG STORES/BEER/WINE/LIQUOR
229264.44,1644,2805,20/11/2023,Whitsundays,EDUCATION & GOVERNMENT
150266,4942,5567,20/11/2023,Whitsundays,TRANSPORTATION
39939.863,869,1538,20/11/2023,Whitsundays,PROFESSIONAL SERVICES
35267.21,106,133,20/11/2023,Whitsundays,AIRLINES/AIR CARRIERS
40792.18,147,137,20/11/2023,Whitsundays,VEHICLE RENTAL
668501.2,8719,20114,20/11/2023,Whitsundays,BARS/TAVERNS/LOUNGES/DISCOS
508577.2,5307,6694,20/11/2023,Whitsundays,AUTOMOTIVE
1234618.4,17489,39312,20/11/2023,Whitsundays,RESTAURANTS
144613.92,1836,2165,20/11/2023,Whitsundays,RETAIL SERVICES
79584.64,1860,2331,20/11/2023,Whitsundays,BUSINESS TO BUSINESS
30037.027,147,177,20/11/2023,Whitsundays,TRAILER PARKS AND CAMPGROUNDS
25397.95,221,248,15/05/2023,Whitsundays,TELECOM
1675735.6,8132,25653,15/05/2023,Whitsundays,HOTELS/MOTELS & RESORTS
96058.234,1609,1502,15/05/2023,Whitsundays,BUSINESS TO BUSINESS
46868.61,140,206,15/05/2023,Whitsundays,VEHICLE RENTAL
209349,2226,4645,15/05/2023,Whitsundays,TOURIST ATTRACTIONS
3083145.8,32399,80311,15/05/2023,Whitsundays,FOOD & GROCERY
1098823.6,18977,46862,15/05/2023,Whitsundays,RESTAURANTS
41510.523,246,328,15/05/2023,Whitsundays,TRAILER PARKS AND CAMPGROUNDS
411764.5,4357,7129,15/05/2023,Whitsundays,AUTOMOTIVE
504576.7,4585,6398,15/05/2023,Whitsundays,RETAIL GOODS
500731.2,7273,10510,15/05/2023,Whitsundays,PKG STORES/BEER/WINE/LIQUOR
516055,6461,8880,15/05/2023,Whitsundays,RETAIL STORES
664158.1,8076,21222,15/05/2023,Whitsundays,BARS/TAVERNS/LOUNGES/DISCOS
138767.22,3128,2744,14/10/2024,Noosa,PROFESSIONAL SERVICES
4063059.5,44151,88431,14/10/2024,Noosa,RESTAURANTS
1516067.4,15226,15329,14/10/2024,Noosa,RETAIL GOODS
1965925.5,26403,47140,14/10/2024,Noosa,FUEL
525597.7,3050,5009,14/10/2024,Noosa,AUTOMOTIVE
775060.6,13083,21382,14/10/2024,Noosa,BARS/TAVERNS/LOUNGES/DISCOS
7269.723,173,174,14/10/2024,Noosa,TOURIST ATTRACTIONS
1531523.6,17132,33426,14/10/2024,Noosa,PKG STORES/BEER/WINE/LIQUOR
387324.75,4830,5786,14/10/2024,Noosa,RETAIL SERVICES
167509.19,740,906,14/10/2024,Noosa,BUSINESS TO BUSINESS
7958115,85859,141887,14/10/2024,Noosa,FOOD & GROCERY
2381208.5,17492,21189,14/10/2024,Noosa,RETAIL STORES
559482.2,4533,5976,14/10/2024,Noosa,EDUCATION & GOVERNMENT
2509937.8,15447,24013,14/10/2024,Noosa,HOME IMPROVEMENT & SUPPLY
2107096,38172,52112,17/06/2024,Noosa,RESTAURANTS
1632790,24099,38031,17/06/2024,Noosa,FUEL
392302.9,3886,3704,17/06/2024,Noosa,RETAIL SERVICES
689247.25,3640,4968,17/06/2024,Noosa,AUTOMOTIVE
64435.242,1410,1694,17/06/2024,Noosa,TRANSPORTATION
112724.58,1874,2446,17/06/2024,Noosa,PROFESSIONAL SERVICES
1505971.1,18557,27662,17/06/2024,Noosa,PKG STORES/BEER/WINE/LIQUOR
7700.135,166,148,17/06/2024,Noosa,TOURIST ATTRACTIONS
6606965,60220,141538,17/06/2024,Noosa,FOOD & GROCERY
664888.25,9615,14966,17/06/2024,Noosa,BARS/TAVERNS/LOUNGES/DISCOS
37297.676,157,150,17/06/2024,Noosa,TRAVEL AGENCIES
153106.83,3317,4957,17/06/2024,Noosa,ENTERTAINMENT
2011170.6,17033,21420,17/06/2024,Noosa,HEALTH CARE & DRUG STORE
566421.56,4774,9342,17/06/2024,Noosa,HOTELS/MOTELS & RESORTS
1298094.1,15798,18682,17/06/2024,Noosa,RETAIL GOODS
714180.7,36090,38459,17/06/2024,Noosa,FAST FOOD RESTAURANTS
566878.75,4970,5853,17/06/2024,Noosa,EDUCATION & GOVERNMENT
1654563.8,13764,18779,17/06/2024,Noosa,HOME IMPROVEMENT & SUPPLY
1419869.5,15036,21264,17/06/2024,Noosa,RETAIL STORES
53225.754,462,691,17/06/2024,Noosa,VEHICLE RENTAL
154708.25,987,1079,17/06/2024,Noosa,BUSINESS TO BUSINESS
644221.8,12969,17522,17/06/2024,Noosa,DISCOUNT & VARIETY STORES
27813.332,132,161,18/12/2023,Noosa,TRAILER PARKS AND CAMPGROUNDS
1.0412471E7,74498,236877,18/12/2023,Noosa,FOOD & GROCERY
3912400.2,48283,62897,18/12/2023,Noosa,RESTAURANTS
2695672.8,23700,42226,18/12/2023,Noosa,RETAIL GOODS
6494.5566,194,223,18/12/2023,Noosa,TOURIST ATTRACTIONS
898442.6,5342,6020,18/12/2023,Noosa,AUTOMOTIVE
2137015.8,27073,35322,18/12/2023,Noosa,HEALTH CARE & DRUG STORE
35217.22,125,109,18/12/2023,Noosa,TRAVEL AGENCIES
1060022.6,18765,29127,18/12/2023,Noosa,BARS/TAVERNS/LOUNGES/DISCOS
2522532,28616,42550,18/12/2023,Noosa,FUEL
1021199.56,47289,51209,18/12/2023,Noosa,FAST FOOD RESTAURANTS
150514.08,1021,1064,18/12/2023,Noosa,VEHICLE RENTAL
911666.9,6501,12436,18/12/2023,Noosa,HOTELS/MOTELS & RESORTS
3664272.8,19712,36439,18/12/2023,Noosa,RETAIL STORES
3883052.8,27311,38428,18/12/2023,Noosa,PKG STORES/BEER/WINE/LIQUOR
686205.06,7839,6752,18/12/2023,Noosa,RETAIL SERVICES
98627.53,2693,2974,18/12/2023,Noosa,TRANSPORTATION
378018.03,3373,3422,18/12/2023,Noosa,EDUCATION & GOVERNMENT
216799.86,944,881,18/12/2023,Noosa,BUSINESS TO BUSINESS
232922.38,3227,4505,18/12/2023,Noosa,ENTERTAINMENT
1852424.8,19823,37797,18/12/2023,Noosa,DISCOUNT & VARIETY STORES
233351.38,3772,4698,18/12/2023,Noosa,PROFESSIONAL SERVICES
3779012.2,21762,24888,18/12/2023,Noosa,HOME IMPROVEMENT & SUPPLY
589450.5,11645,20788,8/04/2024,Noosa,BARS/TAVERNS/LOUNGES/DISCOS
139535.77,1049,813,8/04/2024,Noosa,BUSINESS TO BUSINESS
4112.228,127,132,8/04/2024,Noosa,TOURIST ATTRACTIONS
466163.62,5764,5063,8/04/2024,Noosa,EDUCATION & GOVERNMENT
887104.2,6513,10730,8/04/2024,Noosa,HOTELS/MOTELS & RESORTS
227515.67,2937,3316,8/04/2024,Noosa,PROFESSIONAL SERVICES
2642890.2,27384,38515,8/04/2024,Noosa,FUEL
557659.8,5241,6724,8/04/2024,Noosa,RETAIL SERVICES
7240547.5,64557,182684,8/04/2024,Noosa,FOOD & GROCERY
2103773.5,12976,21143,8/04/2024,Noosa,RETAIL STORES
78991.14,2326,2961,8/04/2024,Noosa,TRANSPORTATION
112078.85,870,1025,8/04/2024,Noosa,VEHICLE RENTAL
2593979.8,22447,24375,8/04/2024,Noosa,HEALTH CARE & DRUG STORE
1294882.9,36378,56740,8/04/2024,Noosa,FAST FOOD RESTAURANTS
86863.836,136,140,8/04/2024,Noosa,TRAVEL AGENCIES
179045.89,3927,5104,8/04/2024,Noosa,ENTERTAINMENT
3009191.5,36192,62444,8/04/2024,Noosa,RESTAURANTS
1632153,19585,27232,8/04/2024,Noosa,PKG STORES/BEER/WINE/LIQUOR
1851752.9,13426,23090,8/04/2024,Noosa,HOME IMPROVEMENT & SUPPLY
664851.44,11709,19474,8/04/2024,Noosa,DISCOUNT & VARIETY STORES
974013.94,5042,5413,8/04/2024,Noosa,AUTOMOTIVE
1360142.4,12474,15349,8/04/2024,Noosa,RETAIL GOODS
1089953.9,45198,51871,7/10/2024,Noosa,FAST FOOD RESTAURANTS
187652.73,3172,3407,7/10/2024,Noosa,PROFESSIONAL SERVICES
7300699.5,78851,186639,7/10/2024,Noosa,FOOD & GROCERY
108525.336,3420,3303,7/10/2024,Noosa,TRANSPORTATION
649473,15568,24890,7/10/2024,Noosa,BARS/TAVERNS/LOUNGES/DISCOS
2146040.5,14443,21070,7/10/2024,Noosa,HOME IMPROVEMENT & SUPPLY
453707.56,3036,4664,7/10/2024,Noosa,AUTOMOTIVE
1379441.5,15095,20963,7/10/2024,Noosa,RETAIL GOODS
404520.22,3545,4638,7/10/2024,Noosa,RETAIL SERVICES
1797738.1,21970,20945,7/10/2024,Noosa,HEALTH CARE & DRUG STORE
1652209.2,27239,44055,7/10/2024,Noosa,FUEL
130664.44,857,1203,7/10/2024,Noosa,VEHICLE RENTAL
1624512,16426,23744,7/10/2024,Noosa,PKG STORES/BEER/WINE/LIQUOR
1204644.6,6994,12878,7/10/2024,Noosa,HOTELS/MOTELS & RESORTS
501261.75,4508,5569,7/10/2024,Noosa,EDUCATION & GOVERNMENT
116846.625,1087,1113,7/10/2024,Noosa,BUSINESS TO BUSINESS
639848.9,14362,14173,7/10/2024,Noosa,DISCOUNT & VARIETY STORES
109502.6,246,254,7/10/2024,Noosa,TRAVEL AGENCIES
148910.05,3370,5951,7/10/2024,Noosa,ENTERTAINMENT
2419082,13816,28959,7/10/2024,Noosa,RETAIL STORES
10972.1,148,152,7/10/2024,Noosa,TOURIST ATTRACTIONS
