date,lga_name,average_historical_occupancy,average_daily_rate,date,lga_name,average_length_of_stay,average_booking_window,,
2023-03-12,Whitsunday,0.5993,367.3501,2023-03-12,Whitsunday,3.805,41.4745,,1
2023-03-13,Cairns,0.5205,215.6701,2023-03-13,Cairns,5.8325,37.9909,,1
2023-03-13,Gold Coast,0.545,277.9964,2023-03-13,Gold Coast,4.5328,39.1418,,1
2023-03-13,Noosa,0.5091,331.7306,2023-03-13,Noosa,5.5234,43.6534,,1
2023-03-13,Whitsunday,0.5476,367.5183,2023-03-13,Whitsunday,3.7539,44.4682,,1
2023-03-14,Cairns,0.5282,218.516,2023-03-14,Cairns,4.1009,27.4471,,1
2023-03-14,Gold Coast,0.5426,275.9658,2023-03-14,Gold Coast,4.8255,34.0066,,1
2023-03-14,Noosa,0.4969,322.9567,2023-03-14,Noosa,4.8883,35.7589,,1
2023-03-14,Whitsunday,0.5393,366.0047,2023-03-14,Whitsunday,3.0425,48.2234,,1
2023-03-15,Cairns,0.535,216.0334,2023-03-15,Cairns,8.033,41.5537,,1
2023-03-15,Gold Coast,0.5499,277.4822,2023-03-15,Gold Coast,4.44,33.8613,,1
2023-03-15,Noosa,0.4991,331.9027,2023-03-15,Noosa,3.852,44.6816,,1
2023-03-15,Whitsunday,0.5605,364.9079,2023-03-15,Whitsunday,3.362,59.4051,,1
2023-03-16,Cairns,0.5425,220.2067,2023-03-16,Cairns,4.3101,33.7916,,1
2023-03-16,Gold Coast,0.5839,275.118,2023-03-16,Gold Coast,3.9536,35.0126,,1
2023-03-16,Noosa,0.5417,328.6076,2023-03-16,Noosa,3.6196,47.3036,,1
2023-03-16,Whitsunday,0.5797,363.0057,2023-03-16,Whitsunday,3.4761,40.3095,,1
2023-03-17,Cairns,0.5552,220.4867,2023-03-17,Cairns,4.0843,31.7552,,1
2023-03-17,Gold Coast,0.6424,307.7822,2023-03-17,Gold Coast,3.2256,36.1885,,1
2023-03-17,Noosa,0.6108,339.3435,2023-03-17,Noosa,2.9197,49.0195,,1
2023-03-17,Whitsunday,0.6433,354.2489,2023-03-17,Whitsunday,3.4519,54.1299,,1
2023-03-18,Cairns,0.5637,224.7827,2023-03-18,Cairns,4.533,32.533,,1
2023-03-18,Gold Coast,0.6744,314.808,2023-03-18,Gold Coast,3.9268,36.4189,,1
2023-03-18,Noosa,0.6285,339.3794,2023-03-18,Noosa,4.8656,37.5298,,1
2023-03-18,Whitsunday,0.6309,347.3224,2023-03-18,Whitsunday,3.2288,38.2118,,1
2023-03-19,Cairns,0.538,219.1323,2023-03-19,Cairns,6.9589,32.8769,,1
2023-03-19,Gold Coast,0.5722,279.4501,2023-03-19,Gold Coast,4.199,33.596,,1
2023-03-19,Noosa,0.5338,324.2801,2023-03-19,Noosa,3.4188,43.3584,,1
2023-03-19,Whitsunday,0.5717,348.8801,2023-03-19,Whitsunday,5.0406,62.9512,,1
2023-03-20,Cairns,0.5231,216.6758,2023-03-20,Cairns,8.0183,41.2752,,1
2023-03-20,Gold Coast,0.537,277.1109,2023-03-20,Gold Coast,4.9367,39.7505,,1
2023-03-20,Noosa,0.4993,328.4608,2023-03-20,Noosa,5.4061,48.5823,,1
2023-03-20,Whitsunday,0.5497,352.8586,2023-03-20,Whitsunday,7.2521,57.1008,,1
2023-03-21,Cairns,0.525,219.1071,2023-03-21,Cairns,6.3661,37.3278,,1
2023-03-21,Gold Coast,0.5373,273.1561,2023-03-21,Gold Coast,4.2339,34.4456,,1
2023-03-21,Noosa,0.4933,330.1416,2023-03-21,Noosa,4.3653,43.7019,,1
2023-03-21,Whitsunday,0.5365,345.6547,2023-03-21,Whitsunday,4.6185,40.5979,,1
2023-03-22,Cairns,0.5208,220.0041,2023-03-22,Cairns,7.3489,33.0156,,1
2023-03-22,Gold Coast,0.551,270.4676,2023-03-22,Gold Coast,4.0925,36.9644,,1
2023-03-22,Noosa,0.4846,326.1612,2023-03-22,Noosa,3.5302,45.572,,1
2023-03-22,Whitsunday,0.5482,345.8001,2023-03-22,Whitsunday,3.438,59.5333,,1
2023-03-23,Cairns,0.5342,218.7209,2023-03-23,Cairns,3.493,34.9581,,1
2023-03-23,Gold Coast,0.5813,274.8681,2023-03-23,Gold Coast,3.5431,43.9168,,1
2023-03-23,Noosa,0.5328,328.9492,2023-03-23,Noosa,3.7604,58.3293,,1
2023-03-23,Whitsunday,0.5877,357.4554,2023-03-23,Whitsunday,3.6594,62.2318,,1
2023-03-24,Cairns,0.5574,225.6015,2023-03-24,Cairns,4.245,43.6521,,1
2023-03-24,Gold Coast,0.6559,316.1241,2023-03-24,Gold Coast,3.0461,35.973,,1
2023-03-24,Noosa,0.662,341.2742,2023-03-24,Noosa,3.0464,55.5464,,1
2023-03-24,Whitsunday,0.6662,353.5737,2023-03-24,Whitsunday,3.3672,46.9378,,1
2023-03-25,Cairns,0.5671,225.5487,2023-03-25,Cairns,4.5603,34.0086,,1
2023-03-25,Gold Coast,0.6765,315.9299,2023-03-25,Gold Coast,3.2384,31.6968,,1
2023-03-25,Noosa,0.6779,339.8494,2023-03-25,Noosa,3.1263,43.2105,,1
2023-03-25,Whitsunday,0.6926,357.7458,2023-03-25,Whitsunday,3.4958,49.9338,,1
2023-03-26,Cairns,0.5425,220.9982,2023-03-26,Cairns,3.7414,41.439,,1
2023-03-26,Gold Coast,0.5555,274.1603,2023-03-26,Gold Coast,4.4405,39.2064,,1
2023-03-26,Noosa,0.5609,323.3064,2023-03-26,Noosa,3.3884,39.1576,,1
2023-03-26,Whitsunday,0.5984,354.979,2023-03-26,Whitsunday,3.1984,39.0555,,1
2023-03-27,Cairns,0.5239,217.2848,2023-03-27,Cairns,4.2,36.715,,1
2023-03-27,Gold Coast,0.5062,271.1078,2023-03-27,Gold Coast,3.9879,34.8016,,1
2023-03-27,Noosa,0.4872,326.2654,2023-03-27,Noosa,3.5976,40.7171,,1
2023-03-27,Whitsunday,0.5486,347.5233,2023-03-27,Whitsunday,3.5811,46.2735,,1
2023-03-28,Cairns,0.5122,216.1558,2023-03-28,Cairns,4.0055,34.453,,1
2023-03-28,Gold Coast,0.5013,266.5746,2023-03-28,Gold Coast,4.3715,32.1804,,1
2023-03-28,Noosa,0.4605,321.5392,2023-03-28,Noosa,3.7213,43.5174,,1
2023-03-28,Whitsunday,0.5249,340.1573,2023-03-28,Whitsunday,3.4545,44.0303,,1
2023-03-29,Cairns,0.5133,215.139,2023-03-29,Cairns,4.3265,34.4591,,1
2023-03-29,Gold Coast,0.5056,265.5423,2023-03-29,Gold Coast,3.8605,36.869,,1
2023-03-29,Noosa,0.463,326.726,2023-03-29,Noosa,3.829,37.7521,,1
2023-03-29,Whitsunday,0.5432,345.6068,2023-03-29,Whitsunday,3.3214,46.9285,,1
2023-03-30,Cairns,0.5198,216.3151,2023-03-30,Cairns,4.199,41.412,,1
2023-03-30,Gold Coast,0.5273,273.1056,2023-03-30,Gold Coast,4.3449,41.1025,,1
2023-03-30,Noosa,0.4791,328.2969,2023-03-30,Noosa,3.5218,58.2481,,1
2023-03-30,Whitsunday,0.5791,342.321,2023-03-30,Whitsunday,3.4571,64.5857,,1
2023-03-31,Cairns,0.5448,225.4406,2023-03-31,Cairns,4.9128,49.7916,,1
2023-03-31,Gold Coast,0.57,313.6824,2023-03-31,Gold Coast,3.9954,45.8907,,1
2023-03-31,Noosa,0.539,346.9489,2023-03-31,Noosa,4.5295,58.5185,,1
2023-03-31,Whitsunday,0.6055,346.1062,2023-03-31,Whitsunday,2.9391,74.331,,1
2023-04-01,Cairns,0.5636,240.6684,2023-04-01,Cairns,9,56.5425,,1
2023-04-01,Gold Coast,0.6077,323.3116,2023-04-01,Gold Coast,7.5428,61.1876,,1
2023-04-01,Noosa,0.5821,360.6723,2023-04-01,Noosa,6,85.8651,,1
2023-04-01,Whitsunday,0.6483,351.6523,2023-04-01,Whitsunday,8,74.3072,,1
2023-04-02,Cairns,0.5727,243.6298,2023-04-02,Cairns,4.44,35.236,,1
2023-04-02,Gold Coast,0.5478,302.592,2023-04-02,Gold Coast,4.4708,39.5046,,1
2023-04-02,Noosa,0.5277,365.2676,2023-04-02,Noosa,4.5932,48.1791,,1
2023-04-02,Whitsunday,0.5988,355.7242,2023-04-02,Whitsunday,3.628,50.3388,,1
2023-04-03,Cairns,0.578,238.2756,2023-04-03,Cairns,4.3617,44.8794,,1
2023-04-03,Gold Coast,0.5159,292.7395,2023-04-03,Gold Coast,4.4211,42.7312,,1
2023-04-03,Noosa,0.5149,359.595,2023-04-03,Noosa,3.5474,50.4854,,1
2023-04-03,Whitsunday,0.5766,355.3073,2023-04-03,Whitsunday,4.3716,69.646,,1
2023-04-04,Cairns,0.5817,241.4394,2023-04-04,Cairns,3.4305,38.9305,,1
2023-04-04,Gold Coast,0.5163,292.9554,2023-04-04,Gold Coast,3.8611,38.2584,,1
2023-04-04,Noosa,0.5148,361.185,2023-04-04,Noosa,3.6372,44.0294,,1
2023-04-04,Whitsunday,0.5787,352.765,2023-04-04,Whitsunday,5.3716,71.8318,,1
2023-04-05,Cairns,0.5978,246.5749,2023-04-05,Cairns,4.5147,61.4669,,1
2023-04-05,Gold Coast,0.5378,296.6776,2023-04-05,Gold Coast,4.6597,45.3096,,1
2023-04-05,Noosa,0.5518,370.3958,2023-04-05,Noosa,3.8344,62.5608,,1
2023-04-05,Whitsunday,0.6111,368.7176,2023-04-05,Whitsunday,3.0078,90.3593,,1
2023-04-06,Cairns,0.6512,258.5598,2023-04-06,Cairns,3.7338,56.0268,,1
2023-04-06,Gold Coast,0.624,314.6396,2023-04-06,Gold Coast,4.4444,57.5818,,1
2023-04-06,Noosa,0.6437,384.7057,2023-04-06,Noosa,4.7074,74.2026,,1
2023-04-06,Whitsunday,0.6928,365.8253,2023-04-06,Whitsunday,4.852,82.1071,,1
2023-04-07,Cairns,0.7196,267.5967,2023-04-07,Cairns,4.3505,62.9952,,1
2023-04-07,Gold Coast,0.7533,370.8843,2023-04-07,Gold Coast,3.9133,54.5661,,1
2023-04-07,Noosa,0.784,400.1916,2023-04-07,Noosa,3.9721,76.987,,1
2023-04-07,Whitsunday,0.7977,385.6142,2023-04-07,Whitsunday,4.5586,92.0234,,1
2023-04-08,Cairns,0.7603,273.2531,2023-04-08,Cairns,4.0032,59.355,,1
2023-04-08,Gold Coast,0.8031,378.3618,2023-04-08,Gold Coast,4.4414,61.3843,,1
2023-04-08,Noosa,0.8156,399.9375,2023-04-08,Noosa,5.3648,67.133,,1
2023-04-08,Whitsunday,0.8268,386.0558,2023-04-08,Whitsunday,3.6796,87.3906,,1
2023-04-09,Cairns,0.7501,278.2255,2023-04-09,Cairns,4.7518,48.5555,,1
2023-04-09,Gold Coast,0.7735,361.7203,2023-04-09,Gold Coast,4.5983,47.4928,,1
2023-04-09,Noosa,0.7925,399.393,2023-04-09,Noosa,4.1479,55.7755,,1
2023-04-09,Whitsunday,0.7828,376.6183,2023-04-09,Whitsunday,3.45,76.9,,1
2023-04-10,Cairns,0.6874,272.7108,2023-04-10,Cairns,4.8165,44.6654,,1
2023-04-10,Gold Coast,0.6779,344.6459,2023-04-10,Gold Coast,6.0186,44.728,,1
2023-04-10,Noosa,0.6945,395.2045,2023-04-10,Noosa,5.7762,60.9364,,1
2023-04-10,Whitsunday,0.7382,379.5842,2023-04-10,Whitsunday,4.0867,64.289,,1
2023-04-11,Cairns,0.6783,264.4554,2023-04-11,Cairns,5.9366,49.0633,,1
2023-04-11,Gold Coast,0.677,333.9103,2023-04-11,Gold Coast,5.7196,51.0593,,1
2023-04-11,Noosa,0.662,378.8293,2023-04-11,Noosa,5.383,51.2236,,1
2023-04-11,Whitsunday,0.7028,377.1261,2023-04-11,Whitsunday,3.8484,63.3515,,1
2023-04-12,Cairns,0.6681,258.6156,2023-04-12,Cairns,4.6725,43.8169,,1
2023-04-12,Gold Coast,0.6897,328.0056,2023-04-12,Gold Coast,6.117,43.663,,1
2023-04-12,Noosa,0.6634,379.7342,2023-04-12,Noosa,4.4919,55.0291,,1
2023-04-12,Whitsunday,0.717,362.0416,2023-04-12,Whitsunday,5.2828,68.1513,,1
2023-04-13,Cairns,0.6811,256.3159,2023-04-13,Cairns,3.823,40.6538,,1
2023-04-13,Gold Coast,0.7038,322.6637,2023-04-13,Gold Coast,4.697,40.5921,,1
2023-04-13,Noosa,0.6751,370.943,2023-04-13,Noosa,4.8662,47.121,,1
2023-04-13,Whitsunday,0.7053,354.0047,2023-04-13,Whitsunday,3.9096,52.0709,,1
2023-04-14,Cairns,0.6611,256.2014,2023-04-14,Cairns,4.6245,44.2379,,1
2023-04-14,Gold Coast,0.7238,350.3101,2023-04-14,Gold Coast,3.9857,45.239,,1
2023-04-14,Noosa,0.6806,376.3303,2023-04-14,Noosa,5.2902,50.7335,,1
2023-04-14,Whitsunday,0.7436,364.5771,2023-04-14,Whitsunday,3.7878,61.2727,,1
2023-04-15,Cairns,0.642,253.0031,2023-04-15,Cairns,4.2264,45.1849,,1
2023-04-15,Gold Coast,0.6978,350.3309,2023-04-15,Gold Coast,5.2201,46.4601,,1
2023-04-15,Noosa,0.6452,371.8382,2023-04-15,Noosa,4.0483,53.1412,,1
2023-04-15,Whitsunday,0.7205,368.6639,2023-04-15,Whitsunday,5.76,65.7666,,1
2023-04-16,Cairns,0.6198,250.1072,2023-04-16,Cairns,5.5384,46.2307,,1
2023-04-16,Gold Coast,0.6069,318.0433,2023-04-16,Gold Coast,6.9657,51.0166,,1
2023-04-16,Noosa,0.5481,372.4083,2023-04-16,Noosa,8.4482,54.6275,,1
2023-04-16,Whitsunday,0.6414,364.9989,2023-04-16,Whitsunday,4.6048,52.887,,1
2023-04-17,Cairns,0.6145,247.614,2023-04-17,Cairns,5.3027,59.5782,,1
2023-04-17,Gold Coast,0.5826,311.544,2023-04-17,Gold Coast,6.7601,45.2181,,1
2023-04-17,Noosa,0.5259,365.7802,2023-04-17,Noosa,7.1355,62.5018,,1
2023-04-17,Whitsunday,0.5969,365.3347,2023-04-17,Whitsunday,7.3089,66.5203,,1
2023-04-18,Cairns,0.5974,242.9589,2023-04-18,Cairns,4.5075,37.1859,,1
2023-04-18,Gold Coast,0.5824,306.691,2023-04-18,Gold Coast,5.2263,40.1476,,1
2023-04-18,Noosa,0.5332,355.8938,2023-04-18,Noosa,5.3122,39.9565,,1
2023-04-18,Whitsunday,0.5809,372.4347,2023-04-18,Whitsunday,4.1869,67.0373,,1
2023-04-19,Cairns,0.5985,241.5834,2023-04-19,Cairns,4.2719,41.7949,,1
2023-04-19,Gold Coast,0.5822,305.6596,2023-04-19,Gold Coast,7.4784,52.9426,,1
2023-04-19,Noosa,0.5076,358.6921,2023-04-19,Noosa,4.5873,41.9365,,1
2023-04-19,Whitsunday,0.5691,367.283,2023-04-19,Whitsunday,4.0392,73.0392,,1
2023-04-20,Cairns,0.6116,245.3882,2023-04-20,Cairns,4.0559,45.0373,,1
2023-04-20,Gold Coast,0.6048,304.2869,2023-04-20,Gold Coast,4.4422,39.35,,1
2023-04-20,Noosa,0.5388,356.5515,2023-04-20,Noosa,4.3633,47.0588,,1
2023-04-20,Whitsunday,0.5854,358.7598,2023-04-20,Whitsunday,5.3642,50.9642,,1
2023-04-21,Cairns,0.628,246.8545,2023-04-21,Cairns,4.8035,39.1649,,1
2023-04-21,Gold Coast,0.6418,331.5048,2023-04-21,Gold Coast,4.3193,42.8255,,1
2023-04-21,Noosa,0.6105,364.5039,2023-04-21,Noosa,3.9707,49.1482,,1
2023-04-21,Whitsunday,0.6403,361.5615,2023-04-21,Whitsunday,2.9378,65.6273,,1
2023-04-22,Cairns,0.6314,245.6351,2023-04-22,Cairns,3.4848,37.1439,,1
2023-04-22,Gold Coast,0.6875,334.2361,2023-04-22,Gold Coast,4.2271,36.076,,1
2023-04-22,Noosa,0.6411,356.5298,2023-04-22,Noosa,4.3358,48.7925,,1
2023-04-22,Whitsunday,0.6697,354.065,2023-04-22,Whitsunday,5.1812,60.7,,1
2023-04-23,Cairns,0.5898,244.6654,2023-04-23,Cairns,4.3288,43.4459,,1
2023-04-23,Gold Coast,0.6174,295.9668,2023-04-23,Gold Coast,5.4831,36.577,,1
2023-04-23,Noosa,0.5881,349.0547,2023-04-23,Noosa,6.964,43.2122,,1
2023-04-23,Whitsunday,0.6103,354.2158,2023-04-23,Whitsunday,4.0695,54.2869,,1
2023-04-24,Cairns,0.5801,242.0998,2023-04-24,Cairns,4.4612,47.1836,,1
2023-04-24,Gold Coast,0.5744,285.6008,2023-04-24,Gold Coast,5.5982,38.8597,,1
2023-04-24,Noosa,0.5591,341.7488,2023-04-24,Noosa,5.5088,51.8647,,1
2023-04-24,Whitsunday,0.5855,360.0138,2023-04-24,Whitsunday,4.7656,57.75,,1
2023-04-25,Cairns,0.5699,236.9034,2023-04-25,Cairns,3.8104,34.2338,,1
2023-04-25,Gold Coast,0.529,281.313,2023-04-25,Gold Coast,4.6549,31.8854,,1
2023-04-25,Noosa,0.4903,342.474,2023-04-25,Noosa,5.4234,41.1672,,1
2023-04-25,Whitsunday,0.5612,361.9071,2023-04-25,Whitsunday,4.3615,58.1384,,1
2023-04-26,Cairns,0.5498,235.612,2023-04-26,Cairns,4.7914,43.3489,,1
2023-04-26,Gold Coast,0.4976,277.5496,2023-04-26,Gold Coast,4.7291,35.9546,,1
2023-04-26,Noosa,0.4658,339.6059,2023-04-26,Noosa,6.6033,48.4586,,1
2023-04-26,Whitsunday,0.5358,359.1748,2023-04-26,Whitsunday,4.4299,61.8691,,1
2023-04-27,Cairns,0.5748,238.877,2023-04-27,Cairns,4.3122,45.3517,,1
2023-04-27,Gold Coast,0.5114,276.3644,2023-04-27,Gold Coast,4.1144,45.9481,,1
2023-04-27,Noosa,0.4919,341.9563,2023-04-27,Noosa,5.2846,50.9217,,1
2023-04-27,Whitsunday,0.5839,358.847,2023-04-27,Whitsunday,4.197,60.6204,,1
2023-04-28,Cairns,0.5967,244.0014,2023-04-28,Cairns,3.9525,39.3084,,1
2023-04-28,Gold Coast,0.5891,316.8185,2023-04-28,Gold Coast,3.8148,43.4582,,1
2023-04-28,Noosa,0.5961,350.798,2023-04-28,Noosa,3.6373,57.2012,,1
2023-04-28,Whitsunday,0.6859,364.0907,2023-04-28,Whitsunday,3.0046,66.9537,,1
2023-04-29,Cairns,0.616,241.6631,2023-04-29,Cairns,3.6123,35.4818,,1
2023-04-29,Gold Coast,0.6707,323.2259,2023-04-29,Gold Coast,4.2317,35.7689,,1
2023-04-29,Noosa,0.6731,348.606,2023-04-29,Noosa,3.4097,47.286,,1
2023-04-29,Whitsunday,0.7169,366.5459,2023-04-29,Whitsunday,4.0694,65.5486,,1
2023-04-30,Cairns,0.5868,240.2765,2023-04-30,Cairns,6.3308,36.1764,,1
2023-04-30,Gold Coast,0.6279,280.9285,2023-04-30,Gold Coast,4.8376,39.7826,,1
2023-04-30,Noosa,0.6275,335.3564,2023-04-30,Noosa,4.9077,39.6678,,1
2023-04-30,Whitsunday,0.6528,366.5957,2023-04-30,Whitsunday,7.5882,63.9411,,1
2023-05-01,Cairns,0.5686,238.5788,2023-05-01,Cairns,10.1212,57.406,,1
2023-05-01,Gold Coast,0.5253,277.0874,2023-05-01,Gold Coast,10.7848,53.4909,,1
2023-05-01,Noosa,0.4968,328.3256,2023-05-01,Noosa,12.9302,69.8811,,1
2023-05-01,Whitsunday,0.574,367.1485,2023-05-01,Whitsunday,8.0058,53.9176,,1
2023-05-02,Cairns,0.5422,232.8755,2023-05-02,Cairns,4.1244,37.4888,,1
2023-05-02,Gold Coast,0.5043,269.2818,2023-05-02,Gold Coast,5.9472,37.9309,,1
2023-05-02,Noosa,0.4444,324.2417,2023-05-02,Noosa,6.7116,50.3906,,1
2023-05-02,Whitsunday,0.5383,361.2528,2023-05-02,Whitsunday,4.9375,57.7395,,1
2023-05-03,Cairns,0.545,231.1799,2023-05-03,Cairns,4.163,43.339,,1
2023-05-03,Gold Coast,0.5144,270.1425,2023-05-03,Gold Coast,4.1218,37.0747,,1
2023-05-03,Noosa,0.458,328.3793,2023-05-03,Noosa,4.4628,44.6026,,1
2023-05-03,Whitsunday,0.5305,362.0364,2023-05-03,Whitsunday,3.3877,56.5612,,1
2023-05-04,Cairns,0.5507,236.8259,2023-05-04,Cairns,3.9122,48.4473,,1
2023-05-04,Gold Coast,0.5594,268.8277,2023-05-04,Gold Coast,3.5842,37.789,,1
2023-05-04,Noosa,0.4945,328.8262,2023-05-04,Noosa,4.75,62.3697,,1
2023-05-04,Whitsunday,0.5882,366.8407,2023-05-04,Whitsunday,4.3604,62.936,,1
2023-05-05,Cairns,0.5767,237.4605,2023-05-05,Cairns,3.9176,42.0187,,1
2023-05-05,Gold Coast,0.6036,305.5349,2023-05-05,Gold Coast,4.0532,40.7277,,1
2023-05-05,Noosa,0.5579,336.3933,2023-05-05,Noosa,3.8223,49.3401,,1
2023-05-05,Whitsunday,0.6371,360.9526,2023-05-05,Whitsunday,5.0503,50.2578,,1
2023-05-06,Cairns,0.6019,242.3177,2023-05-06,Cairns,4.0154,39.1119,,1
2023-05-06,Gold Coast,0.6354,309.2527,2023-05-06,Gold Coast,4.6215,35.9224,,1
2023-05-06,Noosa,0.5995,336.417,2023-05-06,Noosa,3.9319,26.065,,1
2023-05-06,Whitsunday,0.654,363.1642,2023-05-06,Whitsunday,3.24,52.776,,1
2023-05-07,Cairns,0.5771,235.3521,2023-05-07,Cairns,4.7634,44.6431,,1
2023-05-07,Gold Coast,0.5529,267.3588,2023-05-07,Gold Coast,4.1178,39.9889,,1
2023-05-07,Noosa,0.4995,326.8357,2023-05-07,Noosa,4.2645,36.8754,,1
2023-05-07,Whitsunday,0.6058,358.0829,2023-05-07,Whitsunday,3.0447,43.0074,,1
2023-05-08,Cairns,0.5641,229.5264,2023-05-08,Cairns,5.0634,40.0753,,1
2023-05-08,Gold Coast,0.5133,263.0519,2023-05-08,Gold Coast,5.6228,39.7577,,1
2023-05-08,Noosa,0.4538,322.4352,2023-05-08,Noosa,4.6291,41.1458,,1
2023-05-08,Whitsunday,0.562,354.2796,2023-05-08,Whitsunday,5.0729,47.5401,,1
2023-05-09,Cairns,0.5563,228.1097,2023-05-09,Cairns,4.8073,38.6009,,1
2023-05-09,Gold Coast,0.5132,263.3405,2023-05-09,Gold Coast,4.5918,38.042,,1
2023-05-09,Noosa,0.444,322.3218,2023-05-09,Noosa,3.6467,38.7114,,1
2023-05-09,Whitsunday,0.5555,356.4498,2023-05-09,Whitsunday,5.7142,53.4,,1
2023-05-10,Cairns,0.5521,226.7616,2023-05-10,Cairns,4.3125,46.6458,,1
2023-05-10,Gold Coast,0.5162,259.2868,2023-05-10,Gold Coast,6.5493,41.7324,,1
2023-05-10,Noosa,0.4398,316.7547,2023-05-10,Noosa,5.854,39.6324,,1
2023-05-10,Whitsunday,0.5734,349.1552,2023-05-10,Whitsunday,3.5486,43.6725,,1
2023-05-11,Cairns,0.5652,233.4245,2023-05-11,Cairns,4.4517,45.1184,,1
2023-05-11,Gold Coast,0.5416,262.6548,2023-05-11,Gold Coast,4.2571,40.737,,1
2023-05-11,Noosa,0.4533,321.9348,2023-05-11,Noosa,3.7802,50.2152,,1
2023-05-11,Whitsunday,0.596,357.8714,2023-05-11,Whitsunday,3.9142,57.7857,,1
2023-05-12,Cairns,0.622,240.6892,2023-05-12,Cairns,3.2372,45.8918,,1
2023-05-12,Gold Coast,0.5882,309.2574,2023-05-12,Gold Coast,3.549,36.0642,,1
2023-05-12,Noosa,0.5327,339.7663,2023-05-12,Noosa,3.2326,41.5099,,1
2023-05-12,Whitsunday,0.6589,353.2759,2023-05-12,Whitsunday,2.8294,52.1235,,1
2023-05-13,Cairns,0.6177,237.9149,2023-05-13,Cairns,4.5,46.3666,,1
2023-05-13,Gold Coast,0.5911,309.6028,2023-05-13,Gold Coast,4.1042,37.5791,,1
2023-05-13,Noosa,0.5562,339.8927,2023-05-13,Noosa,3.7653,32.9846,,1
2023-05-13,Whitsunday,0.6557,350.5189,2023-05-13,Whitsunday,6.6774,54.5483,,1
2023-05-14,Cairns,0.5941,237.3425,2023-05-14,Cairns,4.5967,39.3427,,1
2023-05-14,Gold Coast,0.528,268.4551,2023-05-14,Gold Coast,5.7764,42.9619,,1
2023-05-14,Noosa,0.5187,326.7379,2023-05-14,Noosa,4.3203,25.8155,,1
2023-05-14,Whitsunday,0.596,351.7132,2023-05-14,Whitsunday,4.8888,41.4365,,1
2023-05-15,Cairns,0.5611,231.4953,2023-05-15,Cairns,4.8888,58.7078,,1
2023-05-15,Gold Coast,0.4966,263.311,2023-05-15,Gold Coast,6.2487,40.0716,,1
2023-05-15,Noosa,0.4506,319.6533,2023-05-15,Noosa,4.3722,30.567,,1
2023-05-15,Whitsunday,0.537,344.9217,2023-05-15,Whitsunday,4.3983,45.8983,,1
2023-05-16,Cairns,0.5702,233.2789,2023-05-16,Cairns,4.8039,46.9098,,1
2023-05-16,Gold Coast,0.4986,267.0547,2023-05-16,Gold Coast,4.8925,38.3691,,1
2023-05-16,Noosa,0.4408,319.1354,2023-05-16,Noosa,3.4526,32.8473,,1
2023-05-16,Whitsunday,0.5263,350.7867,2023-05-16,Whitsunday,5.3125,46.6375,,1
2023-05-17,Cairns,0.5895,234.3199,2023-05-17,Cairns,3.9493,51.7468,,1
2023-05-17,Gold Coast,0.5176,267.9484,2023-05-17,Gold Coast,4.665,47.0333,,1
2023-05-17,Noosa,0.4351,318.2564,2023-05-17,Noosa,4.5828,36.5828,,1
2023-05-17,Whitsunday,0.565,349.842,2023-05-17,Whitsunday,3.0857,64.019,,1
2023-05-18,Cairns,0.6235,241.1903,2023-05-18,Cairns,3.8069,50.5868,,1
2023-05-18,Gold Coast,0.5703,272.1485,2023-05-18,Gold Coast,4.1399,49.5694,,1
2023-05-18,Noosa,0.479,319.2293,2023-05-18,Noosa,3.5494,42.1245,,1
2023-05-18,Whitsunday,0.6154,358.5217,2023-05-18,Whitsunday,3.3532,53.4251,,1
2023-05-19,Cairns,0.6417,240.0678,2023-05-19,Cairns,3.4833,51.9409,,1
2023-05-19,Gold Coast,0.6369,318.5488,2023-05-19,Gold Coast,3.0802,43.3245,,1
2023-05-19,Noosa,0.538,336.4852,2023-05-19,Noosa,4.0737,42.5318,,1
2023-05-19,Whitsunday,0.6782,367.9256,2023-05-19,Whitsunday,3.801,54.7653,,1
2023-05-20,Cairns,0.6693,241.5875,2023-05-20,Cairns,4.7561,58.3109,,1
2023-05-20,Gold Coast,0.6624,321.0492,2023-05-20,Gold Coast,3.2481,35.7176,,1
2023-05-20,Noosa,0.5529,334.1022,2023-05-20,Noosa,4.3076,35.9595,,1
2023-05-20,Whitsunday,0.6844,362.4617,2023-05-20,Whitsunday,4.5739,57.2347,,1
2023-05-21,Cairns,0.6522,241.9596,2023-05-21,Cairns,4.6384,45.0153,,1
2023-05-21,Gold Coast,0.5671,273.5131,2023-05-21,Gold Coast,5.6907,37.5904,,1
2023-05-21,Noosa,0.4916,322.372,2023-05-21,Noosa,4.8122,32.3448,,1
2023-05-21,Whitsunday,0.588,362.3686,2023-05-21,Whitsunday,5.4123,63.567,,1
2023-05-22,Cairns,0.61,236.815,2023-05-22,Cairns,4.3333,48.0259,,1
2023-05-22,Gold Coast,0.499,265.0707,2023-05-22,Gold Coast,5.3522,39.1808,,1
2023-05-22,Noosa,0.4417,332.3003,2023-05-22,Noosa,3.8851,32.2468,,1
2023-05-22,Whitsunday,0.5555,357.5509,2023-05-22,Whitsunday,4.9794,51.6369,,1
2023-05-23,Cairns,0.5954,237.674,2023-05-23,Cairns,4.1692,61.6377,,1
2023-05-23,Gold Coast,0.4962,261.235,2023-05-23,Gold Coast,4.9652,35.0269,,1
