date,lga_name,average_historical_occupancy,average_daily_rate,date,lga_name,average_length_of_stay,average_booking_window,,
2023-08-03,Gold Coast,0.5559,267.7527,2023-08-03,Gold Coast,4.4105,43.8857,,1
2023-08-03,Noosa,0.5759,334.7356,2023-08-03,Noosa,5.329,42.4914,,1
2023-08-03,Whitsunday,0.7032,375.1931,2023-08-03,Whitsunday,3.4431,75.0738,,1
2023-08-04,Cairns,0.805,288.3502,2023-08-04,Cairns,4.8423,74.7554,,1
2023-08-04,Gold Coast,0.6426,308.4144,2023-08-04,Gold Coast,3.1328,36.2772,,1
2023-08-04,Noosa,0.6377,345.7392,2023-08-04,Noosa,4.1717,53.2461,,1
2023-08-04,Whitsunday,0.7729,376.0741,2023-08-04,Whitsunday,3.1348,70.3988,,1
2023-08-05,Cairns,0.8124,288.2227,2023-08-05,Cairns,5.1,73.9114,,1
2023-08-05,Gold Coast,0.6709,313.5919,2023-08-05,Gold Coast,3.4518,36.2854,,1
2023-08-05,Noosa,0.6689,344.5145,2023-08-05,Noosa,4.8409,67.8701,,1
2023-08-05,Whitsunday,0.7749,374.7869,2023-08-05,Whitsunday,3.2721,78.3129,,1
2023-08-06,Cairns,0.7778,286.1251,2023-08-06,Cairns,6.0833,70.4166,,1
2023-08-06,Gold Coast,0.5838,268.9079,2023-08-06,Gold Coast,4.9403,32.1833,,1
2023-08-06,Noosa,0.5953,337.0642,2023-08-06,Noosa,7.4728,51.5481,,1
2023-08-06,Whitsunday,0.702,377.182,2023-08-06,Whitsunday,4.3081,74.3018,,1
2023-08-07,Cairns,0.7638,282.4347,2023-08-07,Cairns,5.1818,62.8533,,1
2023-08-07,Gold Coast,0.5567,267.486,2023-08-07,Gold Coast,4.8993,36.0822,,1
2023-08-07,Noosa,0.5877,336.2394,2023-08-07,Noosa,6.1124,50.7558,,1
2023-08-07,Whitsunday,0.6926,379.2531,2023-08-07,Whitsunday,3.2391,59.9057,,1
2023-08-08,Cairns,0.7643,283.2736,2023-08-08,Cairns,4.5615,67.6372,,1
2023-08-08,Gold Coast,0.5533,268.7041,2023-08-08,Gold Coast,4.7905,32.1459,,1
2023-08-08,Noosa,0.5808,337.7943,2023-08-08,Noosa,6.4194,46.0254,,1
2023-08-08,Whitsunday,0.6677,375.6654,2023-08-08,Whitsunday,4.2686,62.6492,,1
2023-08-09,Cairns,0.7657,282.0355,2023-08-09,Cairns,4.8781,70.8531,,1
2023-08-09,Gold Coast,0.5508,268.0193,2023-08-09,Gold Coast,4.0634,35.2843,,1
2023-08-09,Noosa,0.5892,338.5498,2023-08-09,Noosa,4.2881,43.6101,,1
2023-08-09,Whitsunday,0.6674,376.3518,2023-08-09,Whitsunday,4.0661,63.9926,,1
2023-08-10,Cairns,0.7905,286.0151,2023-08-10,Cairns,4.2363,67.8272,,1
2023-08-10,Gold Coast,0.5818,269.6341,2023-08-10,Gold Coast,3.8813,40.4637,,1
2023-08-10,Noosa,0.6203,343.1334,2023-08-10,Noosa,5.6851,55.274,,1
2023-08-10,Whitsunday,0.7405,378.1604,2023-08-10,Whitsunday,3.7389,57.7044,,1
2023-08-11,Cairns,0.8041,288.9318,2023-08-11,Cairns,4.0516,64.1576,,1
2023-08-11,Gold Coast,0.6596,315.0977,2023-08-11,Gold Coast,3.623,35.9561,,1
2023-08-11,Noosa,0.6897,350.7964,2023-08-11,Noosa,4.3603,47.0167,,1
2023-08-11,Whitsunday,0.7841,384.0427,2023-08-11,Whitsunday,3.75,62.851,,1
2023-08-12,Cairns,0.7858,289.0758,2023-08-12,Cairns,4.6635,72.0155,,1
2023-08-12,Gold Coast,0.693,318.9952,2023-08-12,Gold Coast,3.1626,34.4056,,1
2023-08-12,Noosa,0.7105,350.2144,2023-08-12,Noosa,4.7763,41.1381,,1
2023-08-12,Whitsunday,0.7857,387.2017,2023-08-12,Whitsunday,3.3448,62.7655,,1
2023-08-13,Cairns,0.7746,284.0998,2023-08-13,Cairns,4.0169,66.7994,,1
2023-08-13,Gold Coast,0.6009,273.747,2023-08-13,Gold Coast,4.8587,33.583,,1
2023-08-13,Noosa,0.6639,341.1102,2023-08-13,Noosa,4.0522,41.7944,,1
2023-08-13,Whitsunday,0.7336,384.903,2023-08-13,Whitsunday,3.4569,59.1523,,1
2023-08-14,Cairns,0.7717,284.6766,2023-08-14,Cairns,4.7769,69.0787,,1
2023-08-14,Gold Coast,0.5692,269.995,2023-08-14,Gold Coast,4.5015,34.8785,,1
2023-08-14,Noosa,0.6247,340.8252,2023-08-14,Noosa,5.5912,48.0709,,1
2023-08-14,Whitsunday,0.7043,390.5482,2023-08-14,Whitsunday,3.8857,57.3428,,1
2023-08-15,Cairns,0.7796,285.5494,2023-08-15,Cairns,3.7041,53.7958,,1
2023-08-15,Gold Coast,0.5745,269.4266,2023-08-15,Gold Coast,3.4576,33.7276,,1
2023-08-15,Noosa,0.629,343.9444,2023-08-15,Noosa,4.1832,41.0239,,1
2023-08-15,Whitsunday,0.7058,389.6302,2023-08-15,Whitsunday,3.7708,62.0625,,1
2023-08-16,Cairns,0.7747,288.4328,2023-08-16,Cairns,4.3707,66.073,,1
2023-08-16,Gold Coast,0.5653,272.0936,2023-08-16,Gold Coast,3.8096,46.6752,,1
2023-08-16,Noosa,0.627,343.6551,2023-08-16,Noosa,5.019,45.5665,,1
2023-08-16,Whitsunday,0.6914,394.3433,2023-08-16,Whitsunday,2.741,48.0089,,1
2023-08-17,Cairns,0.812,292.7479,2023-08-17,Cairns,4.2795,65.6344,,1
2023-08-17,Gold Coast,0.613,289.2215,2023-08-17,Gold Coast,3.7027,67.4612,,1
2023-08-17,Noosa,0.6462,343.5228,2023-08-17,Noosa,3.9017,52.3824,,1
2023-08-17,Whitsunday,0.7134,391.9091,2023-08-17,Whitsunday,3.3885,68.6171,,1
2023-08-18,Cairns,0.8144,295.7039,2023-08-18,Cairns,4.1758,71.7512,,1
2023-08-18,Gold Coast,0.7282,357.4686,2023-08-18,Gold Coast,2.8846,70.6141,,1
2023-08-18,Noosa,0.7088,358.1568,2023-08-18,Noosa,4.2004,50.5046,,1
2023-08-18,Whitsunday,0.7642,399.8491,2023-08-18,Whitsunday,4.2054,85.3013,,1
2023-08-19,Cairns,0.8035,293.8077,2023-08-19,Cairns,4.5972,61.9863,,1
2023-08-19,Gold Coast,0.7547,361.0704,2023-08-19,Gold Coast,4.3378,41.9852,,1
2023-08-19,Noosa,0.7262,358.0423,2023-08-19,Noosa,4.1601,43.6948,,1
2023-08-19,Whitsunday,0.7667,392.9241,2023-08-19,Whitsunday,5.5789,66.3947,,1
2023-08-20,Cairns,0.7787,288.8579,2023-08-20,Cairns,4.3324,51.5659,,1
2023-08-20,Gold Coast,0.6253,310.7999,2023-08-20,Gold Coast,7.292,43.2052,,1
2023-08-20,Noosa,0.6331,341.8588,2023-08-20,Noosa,4.5287,46.5251,,1
2023-08-20,Whitsunday,0.6938,393.3845,2023-08-20,Whitsunday,3.4409,52.2283,,1
2023-08-21,Cairns,0.7763,283.5629,2023-08-21,Cairns,4.1247,57.5124,,1
2023-08-21,Gold Coast,0.5761,279.2989,2023-08-21,Gold Coast,8.1359,49.5334,,1
2023-08-21,Noosa,0.6665,346.3165,2023-08-21,Noosa,3.9973,32.2941,,1
2023-08-21,Whitsunday,0.6851,383.5416,2023-08-21,Whitsunday,4.0846,42.6153,,1
2023-08-22,Cairns,0.7811,281.8901,2023-08-22,Cairns,5.1994,56.8787,,1
2023-08-22,Gold Coast,0.556,266.9466,2023-08-22,Gold Coast,5.3174,35.9772,,1
2023-08-22,Noosa,0.6112,341.8439,2023-08-22,Noosa,4.6303,47.8754,,1
2023-08-22,Whitsunday,0.6787,382.9438,2023-08-22,Whitsunday,5.1885,50.877,,1
2023-08-23,Cairns,0.7735,278.2503,2023-08-23,Cairns,3.7062,59.8071,,1
2023-08-23,Gold Coast,0.5461,265.2691,2023-08-23,Gold Coast,4.8772,41.1455,,1
2023-08-23,Noosa,0.6039,336.1953,2023-08-23,Noosa,3.1837,49.1752,,1
2023-08-23,Whitsunday,0.6818,379.71,2023-08-23,Whitsunday,3.0288,49.3173,,1
2023-08-24,Cairns,0.7942,283.3767,2023-08-24,Cairns,4.2364,71.761,,1
2023-08-24,Gold Coast,0.5819,269.5687,2023-08-24,Gold Coast,4.0819,41.1002,,1
2023-08-24,Noosa,0.639,340.9059,2023-08-24,Noosa,6.3089,55.2126,,1
2023-08-24,Whitsunday,0.7111,382.2503,2023-08-24,Whitsunday,3.897,63.3161,,1
2023-08-25,Cairns,0.7981,286.0111,2023-08-25,Cairns,4.9028,64.5228,,1
2023-08-25,Gold Coast,0.65,317.7403,2023-08-25,Gold Coast,3.5472,40.7162,,1
2023-08-25,Noosa,0.6801,352.6208,2023-08-25,Noosa,3.9842,53.6184,,1
2023-08-25,Whitsunday,0.7328,382.9629,2023-08-25,Whitsunday,3.5804,68.6923,,1
2023-08-26,Cairns,0.7698,282.6344,2023-08-26,Cairns,5.3511,61.5652,,1
2023-08-26,Gold Coast,0.6789,322.4882,2023-08-26,Gold Coast,4.0425,33.4549,,1
2023-08-26,Noosa,0.6842,354.3072,2023-08-26,Noosa,4.8764,55.1086,,1
2023-08-26,Whitsunday,0.7334,376.3917,2023-08-26,Whitsunday,2.9379,67.4108,,1
2023-08-27,Cairns,0.749,279.7136,2023-08-27,Cairns,4.3074,56.7791,,1
2023-08-27,Gold Coast,0.5805,271.3249,2023-08-27,Gold Coast,5,34.7469,,1
2023-08-27,Noosa,0.5941,341.1347,2023-08-27,Noosa,5.2373,46.9844,,1
2023-08-27,Whitsunday,0.6362,375.1391,2023-08-27,Whitsunday,4.2013,57.8791,,1
2023-08-28,Cairns,0.707,275.3909,2023-08-28,Cairns,4.6145,53.6458,,1
2023-08-28,Gold Coast,0.5265,266.2928,2023-08-28,Gold Coast,4.5791,40.2997,,1
2023-08-28,Noosa,0.5477,340.1324,2023-08-28,Noosa,4.175,54.825,,1
2023-08-28,Whitsunday,0.6219,372.3356,2023-08-28,Whitsunday,3.424,60.8037,,1
2023-08-29,Cairns,0.687,271.708,2023-08-29,Cairns,4.9482,60.7103,,1
2023-08-29,Gold Coast,0.5113,265.6828,2023-08-29,Gold Coast,4.4721,36.5129,,1
2023-08-29,Noosa,0.5431,335.3496,2023-08-29,Noosa,5.5163,52.0108,,1
2023-08-29,Whitsunday,0.614,380.7753,2023-08-29,Whitsunday,4.5546,54.6406,,1
2023-08-30,Cairns,0.6844,269.0844,2023-08-30,Cairns,3.7065,57.0144,,1
2023-08-30,Gold Coast,0.5156,266.2388,2023-08-30,Gold Coast,4.5102,38.8258,,1
2023-08-30,Noosa,0.5444,330.9135,2023-08-30,Noosa,3.9532,51.7009,,1
2023-08-30,Whitsunday,0.6395,380.1054,2023-08-30,Whitsunday,3.6269,58.1111,,1
2023-08-31,Cairns,0.6793,271.6705,2023-08-31,Cairns,4.8154,66.6964,,1
2023-08-31,Gold Coast,0.5548,265.1839,2023-08-31,Gold Coast,3.9689,40.0452,,1
2023-08-31,Noosa,0.5877,333.4415,2023-08-31,Noosa,4.3137,53.4565,,1
2023-08-31,Whitsunday,0.674,380.2252,2023-08-31,Whitsunday,3.259,68.4879,,1
2023-09-01,Cairns,0.6812,274.6985,2023-09-01,Cairns,7.1804,72.7719,,1
2023-09-01,Gold Coast,0.6426,315.2376,2023-09-01,Gold Coast,5.6986,49.0044,,1
2023-09-01,Noosa,0.6854,360.3496,2023-09-01,Noosa,5.0103,67.1124,,1
2023-09-01,Whitsunday,0.7331,386.3023,2023-09-01,Whitsunday,4.5962,90.2441,,1
2023-09-02,Cairns,0.6862,272.8559,2023-09-02,Cairns,4.7889,66.0275,,1
2023-09-02,Gold Coast,0.6628,320.482,2023-09-02,Gold Coast,4.4031,39.9833,,1
2023-09-02,Noosa,0.6991,358.6124,2023-09-02,Noosa,4.8737,48.5946,,1
2023-09-02,Whitsunday,0.7449,377.4451,2023-09-02,Whitsunday,4.0845,80.514,,1
2023-09-03,Cairns,0.6934,269.4808,2023-09-03,Cairns,5.2263,54.1575,,1
2023-09-03,Gold Coast,0.5735,273.5139,2023-09-03,Gold Coast,5.9848,39.5292,,1
2023-09-03,Noosa,0.5958,340.9147,2023-09-03,Noosa,4.3758,39.6437,,1
2023-09-03,Whitsunday,0.6746,377.7259,2023-09-03,Whitsunday,3.9794,72.1643,,1
2023-09-04,Cairns,0.6874,266.8666,2023-09-04,Cairns,4.8851,59.438,,1
2023-09-04,Gold Coast,0.5338,269.3385,2023-09-04,Gold Coast,5.5141,45.8108,,1
2023-09-04,Noosa,0.5674,338.3188,2023-09-04,Noosa,4.8501,51.4982,,1
2023-09-04,Whitsunday,0.6568,382.3645,2023-09-04,Whitsunday,4.0833,87.0347,,1
2023-09-05,Cairns,0.7001,269.3737,2023-09-05,Cairns,4.4983,56.9629,,1
2023-09-05,Gold Coast,0.5444,272.0718,2023-09-05,Gold Coast,4.3197,39.2242,,1
2023-09-05,Noosa,0.5711,338.7943,2023-09-05,Noosa,4.4435,44.0585,,1
2023-09-05,Whitsunday,0.6434,388.2461,2023-09-05,Whitsunday,3.3909,68.1636,,1
2023-09-06,Cairns,0.6959,269.772,2023-09-06,Cairns,4.1162,48.8062,,1
2023-09-06,Gold Coast,0.5493,270.8016,2023-09-06,Gold Coast,4.924,40.3177,,1
2023-09-06,Noosa,0.5885,342.1234,2023-09-06,Noosa,5.8504,54.4743,,1
2023-09-06,Whitsunday,0.6471,389.2508,2023-09-06,Whitsunday,3.3235,70.4411,,1
2023-09-07,Cairns,0.7139,273.1563,2023-09-07,Cairns,3.7802,62.7115,,1
2023-09-07,Gold Coast,0.5792,275.4351,2023-09-07,Gold Coast,4.0278,45.035,,1
2023-09-07,Noosa,0.6249,350.4199,2023-09-07,Noosa,4.3217,52.2018,,1
2023-09-07,Whitsunday,0.695,391.7366,2023-09-07,Whitsunday,3.6279,77.75,,1
2023-09-08,Cairns,0.7217,278.3254,2023-09-08,Cairns,5.1502,59.1965,,1
2023-09-08,Gold Coast,0.6596,321.2652,2023-09-08,Gold Coast,3.2891,41.3831,,1
2023-09-08,Noosa,0.701,365.3143,2023-09-08,Noosa,3.356,59.0383,,1
2023-09-08,Whitsunday,0.7531,396.3415,2023-09-08,Whitsunday,2.971,88.0635,,1
2023-09-09,Cairns,0.728,280.0017,2023-09-09,Cairns,5.0945,64.0085,,1
2023-09-09,Gold Coast,0.702,328.5426,2023-09-09,Gold Coast,3.4008,37.205,,1
2023-09-09,Noosa,0.7274,366.4487,2023-09-09,Noosa,3.7,56.0406,,1
2023-09-09,Whitsunday,0.7678,394.7705,2023-09-09,Whitsunday,4.6418,86.8513,,1
2023-09-10,Cairns,0.6901,273.0119,2023-09-10,Cairns,4.8547,54.4191,,1
2023-09-10,Gold Coast,0.5947,280.1933,2023-09-10,Gold Coast,5.555,44.719,,1
2023-09-10,Noosa,0.6419,351.7536,2023-09-10,Noosa,4.7092,54.0607,,1
2023-09-10,Whitsunday,0.6998,388.1187,2023-09-10,Whitsunday,4.2866,62.8917,,1
2023-09-11,Cairns,0.6624,267.9349,2023-09-11,Cairns,5.5949,59.1613,,1
2023-09-11,Gold Coast,0.5587,272.3261,2023-09-11,Gold Coast,5.2002,36.8372,,1
2023-09-11,Noosa,0.5962,344.6978,2023-09-11,Noosa,3.9609,47.3439,,1
2023-09-11,Whitsunday,0.6597,393.1186,2023-09-11,Whitsunday,4.4722,68.5763,,1
2023-09-12,Cairns,0.6498,265.2963,2023-09-12,Cairns,3.7048,52.4791,,1
2023-09-12,Gold Coast,0.5454,270.9777,2023-09-12,Gold Coast,4.8216,35.8059,,1
2023-09-12,Noosa,0.5641,342.5421,2023-09-12,Noosa,4.0231,42.6184,,1
2023-09-12,Whitsunday,0.6435,388.3817,2023-09-12,Whitsunday,3.4414,79.2522,,1
2023-09-13,Cairns,0.6592,267.2855,2023-09-13,Cairns,4.9522,64.1194,,1
2023-09-13,Gold Coast,0.5468,271.7425,2023-09-13,Gold Coast,4.3384,42.0222,,1
2023-09-13,Noosa,0.561,343.109,2023-09-13,Noosa,4.0167,51.9288,,1
2023-09-13,Whitsunday,0.6585,385.1281,2023-09-13,Whitsunday,3.3666,69.275,,1
2023-09-14,Cairns,0.6697,272.0031,2023-09-14,Cairns,4.3277,66.9797,,1
2023-09-14,Gold Coast,0.5793,276.6752,2023-09-14,Gold Coast,4.2733,45.739,,1
2023-09-14,Noosa,0.5878,345.1758,2023-09-14,Noosa,3.9236,59.7395,,1
2023-09-14,Whitsunday,0.7035,383.388,2023-09-14,Whitsunday,3.4736,77.2828,,1
2023-09-15,Cairns,0.6826,275.6289,2023-09-15,Cairns,3.9861,57.464,,1
2023-09-15,Gold Coast,0.6425,328.9742,2023-09-15,Gold Coast,3.4628,47.4595,,1
2023-09-15,Noosa,0.658,369.2869,2023-09-15,Noosa,4.2645,75.7535,,1
2023-09-15,Whitsunday,0.8134,389.6305,2023-09-15,Whitsunday,3.1439,112.3257,,1
2023-09-16,Cairns,0.6964,279.5474,2023-09-16,Cairns,4.5897,70.641,,1
2023-09-16,Gold Coast,0.6931,346.1629,2023-09-16,Gold Coast,4.4033,47.8888,,1
2023-09-16,Noosa,0.6961,384.8017,2023-09-16,Noosa,5.3603,79.5979,,1
2023-09-16,Whitsunday,0.827,386.6299,2023-09-16,Whitsunday,3.7364,115.0067,,1
2023-09-17,Cairns,0.6917,280.0718,2023-09-17,Cairns,4.6756,64.5105,,1
2023-09-17,Gold Coast,0.6155,315.7114,2023-09-17,Gold Coast,4.1119,42.165,,1
2023-09-17,Noosa,0.6388,386.9532,2023-09-17,Noosa,4.2074,65.704,,1
2023-09-17,Whitsunday,0.7744,395.5902,2023-09-17,Whitsunday,4.1497,93.8443,,1
2023-09-18,Cairns,0.6901,279.1888,2023-09-18,Cairns,4.6302,61.9691,,1
2023-09-18,Gold Coast,0.5906,312.7231,2023-09-18,Gold Coast,4.7319,46.8585,,1
2023-09-18,Noosa,0.6436,389.4468,2023-09-18,Noosa,4.9714,63.6031,,1
2023-09-18,Whitsunday,0.7326,397.5772,2023-09-18,Whitsunday,4.7109,80.8901,,1
2023-09-19,Cairns,0.6807,276.0023,2023-09-19,Cairns,3.4769,53.7039,,1
2023-09-19,Gold Coast,0.6026,309.8736,2023-09-19,Gold Coast,4.1047,40.0663,,1
2023-09-19,Noosa,0.6577,389.0193,2023-09-19,Noosa,3.8103,50.4655,,1
2023-09-19,Whitsunday,0.7321,392.3524,2023-09-19,Whitsunday,5.5034,70.5804,,1
2023-09-20,Cairns,0.7115,279.2438,2023-09-20,Cairns,3.9365,62.5129,,1
2023-09-20,Gold Coast,0.6221,311.3007,2023-09-20,Gold Coast,4.176,41.8372,,1
2023-09-20,Noosa,0.6685,388.3202,2023-09-20,Noosa,4.0599,67.4906,,1
2023-09-20,Whitsunday,0.7107,394.639,2023-09-20,Whitsunday,3.5555,82.8611,,1
2023-09-21,Cairns,0.7232,284.4561,2023-09-21,Cairns,4.7408,65.9014,,1
2023-09-21,Gold Coast,0.6536,320.3203,2023-09-21,Gold Coast,3.8734,54.8468,,1
2023-09-21,Noosa,0.6948,389.0386,2023-09-21,Noosa,3.522,60.0203,,1
2023-09-21,Whitsunday,0.75,386.0709,2023-09-21,Whitsunday,3.1609,79.5574,,1
2023-09-22,Cairns,0.7442,284.4397,2023-09-22,Cairns,3.9441,66.9273,,1
2023-09-22,Gold Coast,0.7306,357.5565,2023-09-22,Gold Coast,3.5525,51.7088,,1
2023-09-22,Noosa,0.7391,393.3143,2023-09-22,Noosa,3.7371,70.8648,,1
2023-09-22,Whitsunday,0.8067,390.024,2023-09-22,Whitsunday,3.7795,93.8709,,1
2023-09-23,Cairns,0.7389,288.3705,2023-09-23,Cairns,4.3779,67.1017,,1
2023-09-23,Gold Coast,0.7764,368.4986,2023-09-23,Gold Coast,4.6858,59.7405,,1
2023-09-23,Noosa,0.7684,395.3501,2023-09-23,Noosa,4.2872,82.7292,,1
2023-09-23,Whitsunday,0.8164,385.9386,2023-09-23,Whitsunday,4.051,116.7664,,1
2023-09-24,Cairns,0.7207,289.1787,2023-09-24,Cairns,5.3829,64.5835,,1
2023-09-24,Gold Coast,0.7229,345.7598,2023-09-24,Gold Coast,3.9255,50.0045,,1
2023-09-24,Noosa,0.7228,397.6282,2023-09-24,Noosa,4.1377,68.9614,,1
2023-09-24,Whitsunday,0.79,387.1161,2023-09-24,Whitsunday,3.2994,80.7604,,1
2023-09-25,Cairns,0.6989,286.4239,2023-09-25,Cairns,4.7413,74.6782,,1
2023-09-25,Gold Coast,0.7178,344.9859,2023-09-25,Gold Coast,3.7835,48.1295,,1
2023-09-25,Noosa,0.7222,396.1068,2023-09-25,Noosa,3.86,58.6793,,1
2023-09-25,Whitsunday,0.7613,397.8567,2023-09-25,Whitsunday,4.462,77.6835,,1
2023-09-26,Cairns,0.6928,288.7797,2023-09-26,Cairns,4.9127,62.5436,,1
2023-09-26,Gold Coast,0.7133,347.014,2023-09-26,Gold Coast,3.843,51.5514,,1
2023-09-26,Noosa,0.7184,396.9528,2023-09-26,Noosa,3.96,47.252,,1
2023-09-26,Whitsunday,0.7616,392.5567,2023-09-26,Whitsunday,3.0225,74.2406,,1
2023-09-27,Cairns,0.6932,290.8954,2023-09-27,Cairns,3.5337,61.8952,,1
2023-09-27,Gold Coast,0.72,351.1761,2023-09-27,Gold Coast,3.537,53.6331,,1
2023-09-27,Noosa,0.711,401.4487,2023-09-27,Noosa,3.5302,71.3167,,1
2023-09-27,Whitsunday,0.7664,390.4348,2023-09-27,Whitsunday,3.0948,77.8321,,1
2023-09-28,Cairns,0.7036,293.0399,2023-09-28,Cairns,4.5116,62.652,,1
2023-09-28,Gold Coast,0.7415,353.821,2023-09-28,Gold Coast,4.249,76.0918,,1
2023-09-28,Noosa,0.7354,397.1995,2023-09-28,Noosa,3.7041,71.0602,,1
2023-09-28,Whitsunday,0.7788,391.2817,2023-09-28,Whitsunday,3.8125,91.1,,1
2023-09-29,Cairns,0.7408,285.4884,2023-09-29,Cairns,4.7475,55.8475,,1
2023-09-29,Gold Coast,0.8225,387.0135,2023-09-29,Gold Coast,3.1858,99.1598,,1
2023-09-29,Noosa,0.7865,402.8111,2023-09-29,Noosa,3.1437,64.508,,1
2023-09-29,Whitsunday,0.8208,393.1969,2023-09-29,Whitsunday,3.3732,98.5576,,1
2023-09-30,Cairns,0.7336,287.9735,2023-09-30,Cairns,4.2443,69.9101,,1
2023-09-30,Gold Coast,0.8307,389.3732,2023-09-30,Gold Coast,3.756,81.1448,,1
2023-09-30,Noosa,0.7989,399.9692,2023-09-30,Noosa,3.5397,66.3644,,1
2023-09-30,Whitsunday,0.8287,394.8077,2023-09-30,Whitsunday,3.179,97.2962,,1
2023-10-01,Cairns,0.7003,283.732,2023-10-01,Cairns,10.4043,74.5229,,1
2023-10-01,Gold Coast,0.7971,368.6816,2023-10-01,Gold Coast,8.7417,61.4894,,1
2023-10-01,Noosa,0.7244,394.9499,2023-10-01,Noosa,6.6965,64.2902,,1
2023-10-01,Whitsunday,0.7483,389.4005,2023-10-01,Whitsunday,6.9554,68.8853,,1
2023-10-02,Cairns,0.6531,280.6451,2023-10-02,Cairns,5.1798,53.6128,,1
2023-10-02,Gold Coast,0.6571,338.4481,2023-10-02,Gold Coast,8.7443,53.3696,,1
2023-10-02,Noosa,0.5988,394.3234,2023-10-02,Noosa,6.1666,61.3709,,1
2023-10-02,Whitsunday,0.6864,388.4353,2023-10-02,Whitsunday,5.4294,77.0192,,1
2023-10-03,Cairns,0.6455,281.4204,2023-10-03,Cairns,5.1352,57.6886,,1
2023-10-03,Gold Coast,0.6093,327.8773,2023-10-03,Gold Coast,8.0182,50.2079,,1
2023-10-03,Noosa,0.5635,392.6463,2023-10-03,Noosa,5.6573,57.0454,,1
2023-10-03,Whitsunday,0.6384,394.8187,2023-10-03,Whitsunday,4.5289,70.2173,,1
2023-10-04,Cairns,0.6392,276.6593,2023-10-04,Cairns,4.2277,50.8349,,1
2023-10-04,Gold Coast,0.6194,320.5205,2023-10-04,Gold Coast,5.2329,42.6823,,1
2023-10-04,Noosa,0.5618,390.2003,2023-10-04,Noosa,3.7946,49.6696,,1
2023-10-04,Whitsunday,0.6332,400.2262,2023-10-04,Whitsunday,5.0317,83.8809,,1
2023-10-05,Cairns,0.6474,280.9055,2023-10-05,Cairns,4.4601,52.5613,,1
2023-10-05,Gold Coast,0.6457,320.5469,2023-10-05,Gold Coast,4.7282,45.5559,,1
2023-10-05,Noosa,0.5855,386.7835,2023-10-05,Noosa,4.2163,54.6028,,1
2023-10-05,Whitsunday,0.6921,392.8467,2023-10-05,Whitsunday,4.3674,66.3072,,1
2023-10-06,Cairns,0.6591,278.246,2023-10-06,Cairns,4.8059,57.4716,,1
2023-10-06,Gold Coast,0.6851,352.5235,2023-10-06,Gold Coast,3.593,46.7719,,1
2023-10-06,Noosa,0.6329,384.0319,2023-10-06,Noosa,3.305,56.1697,,1
2023-10-06,Whitsunday,0.7121,399.2203,2023-10-06,Whitsunday,3.1907,70.9868,,1
2023-10-07,Cairns,0.6525,272.8159,2023-10-07,Cairns,4.8612,54.1419,,1
2023-10-07,Gold Coast,0.6807,351.7001,2023-10-07,Gold Coast,4.5169,40.8421,,1
2023-10-07,Noosa,0.6204,381.7668,2023-10-07,Noosa,3.953,51.3429,,1
2023-10-07,Whitsunday,0.7219,390.6495,2023-10-07,Whitsunday,3.5983,79.6967,,1
2023-10-08,Cairns,0.6541,266.191,2023-10-08,Cairns,4.43,57.1533,,1
2023-10-08,Gold Coast,0.585,304.5785,2023-10-08,Gold Coast,5.54,53.6973,,1
2023-10-08,Noosa,0.562,366.772,2023-10-08,Noosa,5.3364,56.8473,,1
2023-10-08,Whitsunday,0.6317,390.7399,2023-10-08,Whitsunday,5.3812,82.2805,,1
2023-10-09,Cairns,0.634,259.7772,2023-10-09,Cairns,4.2808,53.6815,,1
2023-10-09,Gold Coast,0.5588,292.3187,2023-10-09,Gold Coast,6.9174,51.4559,,1
2023-10-09,Noosa,0.5484,361.5578,2023-10-09,Noosa,4.8948,57.4624,,1
2023-10-09,Whitsunday,0.6366,393.4698,2023-10-09,Whitsunday,4.2464,79.9436,,1
2023-10-10,Cairns,0.6158,257.4424,2023-10-10,Cairns,4.8467,53.6436,,1
2023-10-10,Gold Coast,0.5569,287.0216,2023-10-10,Gold Coast,4.6096,42.5464,,1
2023-10-10,Noosa,0.5348,358.5853,2023-10-10,Noosa,4.8779,63.2795,,1
2023-10-10,Whitsunday,0.6562,388.7092,2023-10-10,Whitsunday,3.2167,50.7622,,1
2023-10-11,Cairns,0.6179,255.1698,2023-10-11,Cairns,3.9207,56.1169,,1
2023-10-11,Gold Coast,0.5719,285.8005,2023-10-11,Gold Coast,4.1568,45.1954,,1
2023-10-11,Noosa,0.5579,360.4934,2023-10-11,Noosa,4.0335,57.7462,,1
2023-10-11,Whitsunday,0.6573,382.149,2023-10-11,Whitsunday,3.8468,54.4324,,1
2023-10-12,Cairns,0.6215,259.4986,2023-10-12,Cairns,3.6608,57.2906,,1
2023-10-12,Gold Coast,0.6121,294.6159,2023-10-12,Gold Coast,4.0689,47.117,,1
2023-10-12,Noosa,0.5932,370.1732,2023-10-12,Noosa,3.9614,59.6398,,1
2023-10-12,Whitsunday,0.6998,390.4806,2023-10-12,Whitsunday,4.267,81.0931,,1
2023-10-13,Cairns,0.6372,261.4387,2023-10-13,Cairns,3.8493,52.7259,,1
2023-10-13,Gold Coast,0.7048,346.2673,2023-10-13,Gold Coast,3.3402,47.2698,,1
2023-10-13,Noosa,0.6808,377.1945,2023-10-13,Noosa,2.8562,57.1759,,1
